Date;Time;Weekday;P_pump;p_TDLAS;p_in;I_total;U_supply;external_pump;Runtime;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
2021-05-21;12:21:51;5;0.448;1012.26;1004.18;493.187;19.116513;1;340435211;78.64;74.741;75.416;44.001;39.099;39.093;
2021-05-21;12:21:53;5;0.448;1011.84;1004.15;517.125;19.10277;1;340435213;78.64;74.739;75.416;43.993;39.09;39.109;
2021-05-21;12:21:55;5;0.448;1012.21;1004.14;508.0;19.11455;1;340435215;78.1;74.217;74.891;44.001;39.09;39.109;
2021-05-21;12:21:57;5;0.448;1011.91;1004.13;513.937;19.113077;1;340435217;78.619;74.717;75.396;43.997;39.099;39.076;
2021-05-21;12:21:59;5;0.448;1012.19;1004.15;491.687;19.094917;1;340435219;78.52;74.623;75.3;43.999;39.094;39.075;
2021-05-21;12:22:01;5;0.448;1011.94;1004.15;500.937;19.117003;1;340435221;78.52;74.623;75.3;44.008;39.09;39.092;
2021-05-21;12:22:03;5;0.448;1012.14;1004.13;471.062;19.101298;1;340435223;79.03;75.114;75.796;44.006;39.099;39.076;
2021-05-21;12:22:05;5;0.448;1011.91;1004.15;507.187;19.114549;1;340435225;78.75;74.845;75.523;44.002;39.109;39.145;
2021-05-21;12:22:07;5;0.448;1012.08;1004.13;507.062;19.098844;1;340435227;78.919;75.007;75.688;44.0;39.084;39.091;
2021-05-21;12:22:09;5;0.448;1012.05;1004.14;462.875;19.105224;1;340435229;78.95;75.037;75.718;43.994;39.09;39.092;
2021-05-21;12:22:11;5;0.448;1012.01;1004.15;510.562;19.103752;1;340435231;78.994;75.08;75.76;43.999;39.09;39.143;
2021-05-21;12:22:13;5;0.448;1012.09;1004.13;468.437;19.097862;1;340435233;78.675;74.771;75.45;44.0;39.094;39.092;
2021-05-21;12:22:15;5;0.448;1012.11;1004.15;507.312;19.119458;1;340435235;79.0;75.086;75.766;43.997;39.094;39.109;
2021-05-21;12:22:17;5;0.448;1012.13;1004.13;497.562;19.10277;1;340435237;78.78;74.872;75.552;44.013;39.094;39.109;
2021-05-21;12:22:19;5;0.448;1011.91;1004.12;484.625;19.098352;1;340435239;79.204;75.281;75.965;43.998;39.094;39.092;
2021-05-21;12:22:21;5;0.448;1012.2;1004.14;520.562;19.109641;1;340435241;79.184;75.263;75.946;43.988;39.09;39.126;
2021-05-21;12:22:23;5;0.448;1012.17;1004.15;519.5;19.093444;1;340435243;78.8;74.893;75.572;43.991;39.094;39.143;
2021-05-21;12:22:25;5;0.448;1012.24;1004.11;510.875;19.106206;1;340435245;79.574;75.637;76.325;44.0;39.099;39.127;
2021-05-21;12:22:27;5;0.448;1012.12;1004.13;513.937;19.09639;1;340435247;78.819;74.91;75.591;44.002;39.099;39.11;
2021-05-21;12:22:29;5;0.448;1012.36;1004.17;492.625;19.092954;1;340435249;78.894;74.986;75.664;43.991;39.09;39.126;
2021-05-21;12:22:31;5;0.448;1012.02;1004.14;504.875;19.103261;1;340435251;78.969;75.056;75.737;44.01;39.094;39.092;
2021-05-21;12:22:33;5;0.448;1012.36;1004.13;487.437;19.094917;1;340435253;78.769;74.862;75.542;43.997;39.079;39.074;
2021-05-21;12:22:35;5;0.448;1011.96;1004.15;492.312;19.12044;1;340435255;79.23;75.308;75.99;44.014;39.094;39.109;
2021-05-21;12:22:37;5;0.448;1012.4;1004.15;454.812;19.099826;1;340435257;78.805;74.898;75.577;43.999;39.099;39.11;
2021-05-21;12:22:39;5;0.448;1011.92;1004.17;508.25;19.11455;1;340435259;79.034;75.121;75.8;43.999;39.094;39.109;
2021-05-21;12:22:41;5;0.448;1012.15;1004.13;499.312;19.095899;1;340435261;78.999;75.084;75.766;43.994;39.094;39.126;
2021-05-21;12:22:43;5;0.448;1011.93;1004.14;498.937;19.109642;1;340435263;78.97;75.057;75.737;44.008;39.099;39.11;
2021-05-21;12:22:45;5;0.448;1012.16;1004.13;517.562;19.094917;1;340435265;79.12;75.201;75.883;43.991;39.084;39.091;
2021-05-21;12:22:47;5;0.447;1011.98;1004.11;477.0;19.09639;1;340435267;78.87;74.957;75.64;43.988;39.084;39.091;
2021-05-21;12:22:49;5;0.448;1012.22;1004.11;504.625;19.10915;1;340435269;78.895;74.982;75.664;44.01;39.099;39.11;
2021-05-21;12:22:51;5;0.448;1011.82;1004.13;524.125;19.092463;1;340435271;79.1;75.181;75.864;43.99;39.099;39.076;
2021-05-21;12:22:53;5;0.448;1012.28;1004.13;477.187;19.094917;1;340435273;79.2;75.277;75.961;43.994;39.094;39.109;
2021-05-21;12:22:55;5;0.448;1011.79;1004.14;505.062;19.117494;1;340435275;78.839;74.931;75.61;44.01;39.094;39.109;
2021-05-21;12:22:57;5;0.448;1012.21;1004.13;511.125;19.09688;1;340435277;79.22;75.296;75.98;43.998;39.084;39.125;
2021-05-21;12:22:59;5;0.448;1011.95;1004.16;513.875;19.095899;1;340435279;79.284;75.361;76.043;44.0;39.084;39.091;
2021-05-21;12:23:01;5;0.447;1012.12;1004.15;443.312;19.098844;1;340435281;79.019;75.105;75.785;44.006;39.079;39.091;
2021-05-21;12:23:03;5;0.448;1011.91;1004.12;439.187;19.098353;1;340435283;79.395;75.464;76.151;44.002;39.094;39.126;
2021-05-21;12:23:05;5;0.448;1012.11;1004.15;498.0;19.125838;1;340435285;78.774;74.869;75.547;44.01;39.09;39.109;
2021-05-21;12:23:07;5;0.448;1011.93;1004.13;501.312;19.099826;1;340435287;79.305;75.379;76.063;44.005;39.094;39.109;
2021-05-21;12:23:09;5;0.448;1012.36;1004.1;510.875;19.09688;1;340435289;79.35;75.42;76.107;43.994;39.094;39.126;
2021-05-21;12:23:11;5;0.448;1012.01;1004.13;504.312;19.099334;1;340435291;78.694;74.79;75.469;43.998;39.099;39.144;
2021-05-21;12:23:13;5;0.448;1012.23;1004.11;428.312;19.098352;1;340435293;78.935;75.021;75.703;44.0;39.094;39.092;
2021-05-21;12:23:15;5;0.448;1012.06;1004.13;452.062;19.096881;1;340435295;79.17;75.248;75.932;43.999;39.089;39.126;
2021-05-21;12:23:17;5;0.448;1012.18;1004.14;496.375;19.114059;1;340435297;78.554;74.656;75.333;43.999;39.089;39.092;
2021-05-21;12:23:19;5;0.448;1012.06;1004.12;510.5;19.09688;1;340435299;79.195;75.271;75.956;43.998;39.09;39.109;
2021-05-21;12:23:21;5;0.448;1012.23;1004.12;460.625;19.096881;1;340435301;79.455;75.522;76.209;43.996;39.09;39.143;
2021-05-21;12:23:23;5;0.448;1012.07;1004.11;520.375;19.105715;1;340435303;78.769;74.861;75.542;43.994;39.084;39.091;
2021-05-21;12:23:25;5;0.448;1012.26;1004.15;523.5;19.093445;1;340435305;79.245;75.322;76.005;43.991;39.084;39.108;
2021-05-21;12:23:27;5;0.448;1012.09;1004.11;474.75;19.09639;1;340435307;79.18;75.257;75.941;43.999;39.09;39.109;
2021-05-21;12:23:29;5;0.448;1012.26;1004.11;499.875;19.108169;1;340435309;79.235;75.31;75.995;44.008;39.084;39.108;
2021-05-21;12:23:31;5;0.448;1011.8;1004.12;505.062;19.097862;1;340435311;79.309;75.382;76.067;44.006;39.099;39.11;
2021-05-21;12:23:33;5;0.447;1012.23;1004.12;457.812;19.09639;1;340435313;79.399;75.469;76.155;44.005;39.094;39.075;
2021-05-21;12:23:35;5;0.448;1011.8;1004.11;514.0;19.113077;1;340435315;79.094;75.174;75.858;43.997;39.09;39.075;
2021-05-21;12:23:37;5;0.448;1012.26;1004.12;510.937;19.09688;1;340435317;79.229;75.305;75.989;44.001;39.09;39.109;
2021-05-21;12:23:39;5;0.448;1011.99;1004.13;435.875;19.099334;1;340435319;79.099;75.18;75.863;44.008;39.094;39.126;
2021-05-21;12:23:41;5;0.447;1012.15;1004.12;501.75;19.117985;1;340435321;79.28;75.354;76.039;44.007;39.084;39.108;
2021-05-21;12:23:43;5;0.448;1011.91;1004.15;508.375;19.098352;1;340435323;79.395;75.466;76.151;44.006;39.09;39.075;
2021-05-21;12:23:45;5;0.447;1012.09;1004.14;465.687;19.108169;1;340435325;79.104;75.186;75.868;43.998;39.084;39.091;
2021-05-21;12:23:47;5;0.448;1011.91;1004.12;511.687;19.117985;1;340435327;79.469;75.536;76.223;43.996;39.084;39.091;
2021-05-21;12:23:49;5;0.448;1012.4;1004.14;520.937;19.093935;1;340435329;79.124;75.205;75.887;43.993;39.09;39.126;
2021-05-21;12:23:51;5;0.448;1011.88;1004.11;510.5;19.093935;1;340435331;79.294;75.367;76.053;43.991;39.094;39.109;
2021-05-21;12:23:53;5;0.448;1012.36;1004.1;432.0;19.096881;1;340435333;79.429;75.496;76.184;44.004;39.09;39.109;
2021-05-21;12:23:55;5;0.448;1011.97;1004.14;505.875;19.123875;1;340435335;79.585;75.649;76.335;44.007;39.084;39.074;
2021-05-21;12:23:57;5;0.448;1012.15;1004.11;511.687;19.09688;1;340435337;79.41;75.478;76.165;44.001;39.084;39.108;
2021-05-21;12:23:59;5;0.448;1012.01;1004.13;514.437;19.095899;1;340435339;79.0;75.084;75.767;43.999;39.09;39.075;
2021-05-21;12:24:01;5;0.448;1012.16;1004.11;504.375;19.099825;1;340435341;79.0;75.083;75.767;44.006;39.09;39.092;
2021-05-21;12:24:03;5;0.448;1012.01;1004.09;490.625;19.100806;1;340435343;79.06;75.139;75.825;44.004;39.09;39.126;
2021-05-21;12:24:05;5;0.448;1012.19;1004.08;510.437;19.099825;1;340435345;79.46;75.524;76.214;44.002;39.09;39.109;
2021-05-21;12:24:07;5;0.448;1011.85;1004.1;462.875;19.096881;1;340435347;79.27;75.343;76.029;43.997;39.089;39.126;
2021-05-21;12:24:09;5;0.448;1012.22;1004.07;500.75;19.117494;1;340435349;79.27;75.341;76.029;44.007;39.084;39.125;
2021-05-21;12:24:11;5;0.448;1011.81;1004.11;500.875;19.100807;1;340435351;79.059;75.141;75.824;44.004;39.089;39.092;
2021-05-21;12:24:13;5;0.448;1012.23;1004.1;460.062;19.104733;1;340435353;79.304;75.376;76.063;43.996;39.084;39.125;
2021-05-21;12:24:15;5;0.448;1011.88;1004.09;517.0;19.098844;1;340435355;79.12;75.197;75.883;43.992;39.099;39.144;
2021-05-21;12:24:17;5;0.447;1012.12;1004.08;469.5;19.093445;1;340435357;79.56;75.62;76.311;43.994;39.094;39.092;
2021-05-21;12:24:19;5;0.448;1011.9;1004.08;516.75;19.128783;1;340435359;79.899;75.948;76.642;43.995;39.094;39.109;
2021-05-21;12:24:21;5;0.448;1012.04;1004.09;513.812;19.101298;1;340435361;79.235;75.308;75.995;43.995;39.09;39.075;
2021-05-21;12:24:23;5;0.448;1011.87;1004.09;507.312;19.099334;1;340435363;79.144;75.221;75.907;43.999;39.094;39.126;
2021-05-21;12:24:25;5;0.448;1012.05;1004.09;460.5;19.097862;1;340435365;79.47;75.535;76.224;44.003;39.094;39.126;
2021-05-21;12:24:27;5;0.448;1011.96;1004.09;514.062;19.112587;1;340435367;79.235;75.308;75.995;44.004;39.09;39.126;
2021-05-21;12:24:29;5;0.448;1012.28;1004.09;501.875;19.09639;1;340435369;79.545;75.607;76.296;44.0;39.094;39.143;
2021-05-21;12:24:31;5;0.448;1012.03;1004.1;501.812;19.111605;1;340435371;79.46;75.526;76.214;44.006;39.079;39.125;
2021-05-21;12:24:33;5;0.448;1012.09;1004.09;505.062;19.100316;1;340435373;79.385;75.453;76.141;44.004;39.084;39.125;
2021-05-21;12:24:35;5;0.448;1012.12;1004.09;458.562;19.116512;1;340435375;79.114;75.192;75.878;44.002;39.084;39.108;
2021-05-21;12:24:37;5;0.448;1012.19;1004.1;495.75;19.109151;1;340435377;79.25;75.323;76.009;44.012;39.09;39.143;
2021-05-21;12:24:39;5;0.448;1012.15;1004.06;508.375;19.106696;1;340435379;79.104;75.179;75.867;44.0;39.094;39.126;
2021-05-21;12:24:41;5;0.447;1012.15;1004.08;524.25;19.093445;1;340435381;79.235;75.307;75.995;43.992;39.094;39.143;
2021-05-21;12:24:43;5;0.448;1012.15;1004.09;470.125;19.097862;1;340435383;79.344;75.414;76.101;43.999;39.094;39.143;
2021-05-21;12:24:45;5;0.448;1012.16;1004.09;474.562;19.112587;1;340435385;79.095;75.173;75.859;43.995;39.084;39.091;
2021-05-21;12:24:47;5;0.448;1011.95;1004.1;508.312;19.098843;1;340435387;79.329;75.4;76.087;43.998;39.089;39.092;
2021-05-21;12:24:49;5;0.448;1012.12;1004.09;477.562;19.108169;1;340435389;79.104;75.182;75.867;43.991;39.089;39.109;
2021-05-21;12:24:51;5;0.448;1011.93;1004.07;479.0;19.095408;1;340435391;79.45;75.514;76.204;43.995;39.09;39.092;
2021-05-21;12:24:53;5;0.448;1012.13;1004.09;514.5;19.117004;1;340435393;79.589;75.65;76.34;43.996;39.09;39.143;
2021-05-21;12:24:55;5;0.448;1011.92;1004.1;520.937;19.094426;1;340435395;79.76;75.815;76.506;43.996;39.089;39.109;
2021-05-21;12:24:57;5;0.448;1012.1;1004.1;468.0;19.115531;1;340435397;79.144;75.222;75.907;44.009;39.089;39.092;
2021-05-21;12:24:59;5;0.448;1011.93;1004.1;504.5;19.102279;1;340435399;79.34;75.41;76.097;44.006;39.099;39.076;
2021-05-21;12:25:01;5;0.448;1012.07;1004.08;500.875;19.101298;1;340435401;79.895;75.943;76.637;44.002;39.084;39.125;
2021-05-21;12:25:03;5;0.448;1012.02;1004.09;430.875;19.098353;1;340435403;79.29;75.361;76.048;44.0;39.09;39.143;
2021-05-21;12:25:05;5;0.448;1012.29;1004.11;513.875;19.114058;1;340435405;79.684;75.743;76.432;43.995;39.094;39.109;
2021-05-21;12:25:07;5;0.448;1012.05;1004.11;513.812;19.09688;1;340435407;79.13;75.208;75.893;44.002;39.084;39.142;
2021-05-21;12:25:09;5;0.448;1012.01;1004.09;470.0;19.107188;1;340435409;79.84;75.891;76.583;43.989;39.084;39.125;
2021-05-21;12:25:11;5;0.447;1012.15;1004.09;514.312;19.09639;1;340435411;79.34;75.409;76.097;44.0;39.084;39.125;
2021-05-21;12:25:13;5;0.448;1012.11;1004.08;467.375;19.09688;1;340435413;79.795;75.847;76.54;44.0;39.084;39.091;
2021-05-21;12:25:15;5;0.448;1012.26;1004.09;498.312;19.112096;1;340435415;79.8;75.853;76.545;43.998;39.079;39.142;
2021-05-21;12:25:17;5;0.448;1012.06;1004.1;498.875;19.093936;1;340435417;79.58;75.642;76.33;43.994;39.079;39.142;
2021-05-21;12:25:19;5;0.448;1012.23;1004.11;517.375;19.112095;1;340435419;79.585;75.647;76.336;43.996;39.084;39.125;
2021-05-21;12:25:21;5;0.448;1012.02;1004.09;514.5;19.096881;1;340435421;79.649;75.708;76.398;43.999;39.084;39.108;
2021-05-21;12:25:23;5;0.448;1012.35;1004.08;505.687;19.097371;1;340435423;79.714;75.77;76.461;44.001;39.079;39.125;
2021-05-21;12:25:25;5;0.448;1011.94;1004.08;482.5;19.094426;1;340435425;79.499;75.562;76.252;43.997;39.074;39.124;
2021-05-21;12:25:27;5;0.448;1012.37;1004.08;502.187;19.105715;1;340435427;79.669;75.726;76.418;44.011;39.084;39.108;
2021-05-21;12:25:29;5;0.448;1011.93;1004.07;480.375;19.097371;1;340435429;79.764;75.816;76.51;43.995;39.084;39.125;
2021-05-21;12:25:31;5;0.448;1012.37;1004.12;515.312;19.111604;1;340435431;79.394;75.464;76.15;43.995;39.079;39.074;
2021-05-21;12:25:33;5;0.448;1011.91;1004.08;455.75;19.100316;1;340435433;79.99;76.035;76.729;44.001;39.084;39.125;
2021-05-21;12:25:35;5;0.448;1012.08;1004.07;508.5;19.116022;1;340435435;79.979;76.024;76.719;44.004;39.084;39.091;
2021-05-21;12:25:37;5;0.448;1011.9;1004.07;464.687;19.096881;1;340435437;79.415;75.48;76.17;43.992;39.079;39.142;
2021-05-21;12:25:39;5;0.447;1012.1;1004.09;508.25;19.111604;1;340435439;79.284;75.356;76.043;43.999;39.084;39.125;
2021-05-21;12:25:41;5;0.448;1011.94;1004.1;527.5;19.092464;1;340435441;79.719;75.776;76.466;43.985;39.099;39.127;
2021-05-21;12:25:43;5;0.448;1012.11;1004.06;485.5;19.110133;1;340435443;79.685;75.74;76.433;43.992;39.099;39.144;
2021-05-21;12:25:45;5;0.448;1011.8;1004.08;505.687;19.100316;1;340435445;79.939;75.987;76.68;44.007;39.079;39.108;
2021-05-21;12:25:47;5;0.448;1012.28;1004.12;478.562;19.099334;1;340435447;79.609;75.671;76.359;43.992;39.09;39.143;
2021-05-21;12:25:49;5;0.448;1011.76;1004.08;467.062;19.097862;1;340435449;79.79;75.842;76.535;44.009;39.089;39.109;
2021-05-21;12:25:51;5;0.448;1012.15;1004.09;505.375;19.11455;1;340435451;80.129;76.17;76.865;44.005;39.084;39.125;
2021-05-21;12:25:53;5;0.448;1011.87;1004.08;505.062;19.099334;1;340435453;79.925;75.972;76.666;44.001;39.079;39.142;
2021-05-21;12:25:55;5;0.448;1012.08;1004.09;485.562;19.115041;1;340435455;79.734;75.79;76.481;43.996;39.09;39.126;
2021-05-21;12:25:57;5;0.447;1011.91;1004.09;508.125;19.097862;1;340435457;79.675;75.733;76.423;44.002;39.084;39.125;
2021-05-21;12:25:59;5;0.448;1011.91;1004.07;504.75;19.103261;1;340435459;79.59;75.649;76.34;44.003;39.084;39.142;
2021-05-21;12:26:01;5;0.447;1012.07;1004.11;540.375;19.086082;1;340435461;79.799;75.853;76.544;43.995;39.084;39.142;
2021-05-21;12:26:03;5;0.448;1012.0;1004.06;467.812;19.110133;1;340435463;79.674;75.729;76.422;43.991;39.079;39.142;
2021-05-21;12:26:05;5;0.448;1012.13;1004.07;508.187;19.09688;1;340435465;79.599;75.658;76.349;44.006;39.079;39.142;
2021-05-21;12:26:07;5;0.448;1011.76;1004.09;469.062;19.115531;1;340435467;79.855;75.905;76.598;44.003;39.079;39.142;
2021-05-21;12:26:09;5;0.449;1012.24;1004.08;514.125;19.114059;1;340435469;79.92;75.968;76.662;43.997;39.099;39.144;
2021-05-21;12:26:11;5;0.448;1012.03;1004.09;491.375;19.101789;1;340435471;79.81;75.862;76.555;44.018;39.084;39.108;
2021-05-21;12:26:13;5;0.448;1012.22;1004.06;496.937;19.099825;1;340435473;79.71;75.763;76.457;44.002;39.09;39.143;
2021-05-21;12:26:15;5;0.448;1011.98;1004.05;459.812;19.100807;1;340435475;79.794;75.844;76.539;44.005;39.084;39.142;
2021-05-21;12:26:17;5;0.448;1012.09;1004.07;465.75;19.097371;1;340435477;79.869;75.918;76.612;43.994;39.09;39.109;
2021-05-21;12:26:19;5;0.448;1011.85;1004.09;474.187;19.097862;1;340435479;79.739;75.794;76.486;43.998;39.084;39.142;
2021-05-21;12:26:21;5;0.448;1012.35;1004.1;526.625;19.103752;1;340435481;79.984;76.031;76.724;43.988;39.079;39.108;
2021-05-21;12:26:23;5;0.448;1011.93;1004.11;517.437;19.113077;1;340435483;79.905;75.956;76.647;43.999;39.089;39.126;
2021-05-21;12:26:25;5;0.448;1012.19;1004.08;514.25;19.110132;1;340435485;79.944;75.99;76.685;43.999;39.079;39.142;
2021-05-21;12:26:27;5;0.448;1012.04;1004.11;513.937;19.110623;1;340435487;79.839;75.892;76.583;44.002;39.09;39.143;
2021-05-21;12:26:29;5;0.448;1012.2;1004.08;487.812;19.094917;1;340435489;79.809;75.861;76.554;43.993;39.079;39.091;
2021-05-21;12:26:31;5;0.448;1012.09;1004.09;503.5;19.096881;1;340435491;79.875;75.925;76.617;43.997;39.079;39.108;
2021-05-21;12:26:33;5;0.448;1012.19;1004.1;454.062;19.099825;1;340435493;79.7;75.757;76.447;44.006;39.09;39.143;
2021-05-21;12:26:35;5;0.447;1012.15;1004.08;485.625;19.100316;1;340435495;80.14;76.18;76.875;44.013;39.084;39.125;
2021-05-21;12:26:37;5;0.448;1012.07;1004.08;498.625;19.100807;1;340435497;79.779;75.832;76.524;44.008;39.09;39.143;
2021-05-21;12:26:39;5;0.448;1012.07;1004.09;498.687;19.103752;1;340435499;79.749;75.804;76.495;44.008;39.084;39.108;
2021-05-21;12:26:41;5;0.447;1012.01;1004.1;498.187;19.096389;1;340435501;80.055;76.099;76.792;43.995;39.09;39.109;
2021-05-21;12:26:43;5;0.448;1012.24;1004.09;515.437;19.113077;1;340435503;79.889;75.939;76.631;43.996;39.084;39.125;
2021-05-21;12:26:45;5;0.448;1011.91;1004.07;515.0;19.105715;1;340435505;79.885;75.933;76.627;43.992;39.079;39.125;
2021-05-21;12:26:47;5;0.448;1011.98;1004.07;476.187;19.096389;1;340435507;79.8;75.851;76.544;43.998;39.09;39.109;
2021-05-21;12:26:49;5;0.448;1011.84;1004.09;518.187;19.10866;1;340435509;79.714;75.77;76.462;43.997;39.074;39.124;
2021-05-21;12:26:51;5;0.448;1012.04;1004.08;511.625;19.109642;1;340435511;79.984;76.03;76.724;44.01;39.074;39.124;
2021-05-21;12:26:53;5;0.448;1011.86;1004.06;464.187;19.095899;1;340435513;79.655;75.711;76.403;44.003;39.074;39.124;
2021-05-21;12:26:55;5;0.448;1012.03;1004.06;499.125;19.117494;1;340435515;79.954;75.999;76.695;44.01;39.084;39.074;
2021-05-21;12:26:57;5;0.448;1011.88;1004.07;499.187;19.105224;1;340435517;80.01;76.054;76.749;44.008;39.09;39.109;
2021-05-21;12:26:59;5;0.447;1012.08;1004.08;461.375;19.09639;1;340435519;79.925;75.973;76.666;43.997;39.084;39.125;
2021-05-21;12:27:01;5;0.448;1011.84;1004.06;506.812;19.097862;1;340435521;80.059;76.1;76.797;43.996;39.079;39.142;
2021-05-21;12:27:03;5;0.448;1012.1;1004.05;511.812;19.105715;1;340435523;79.794;75.844;76.539;43.997;39.079;39.108;
2021-05-21;12:27:05;5;0.448;1012.12;1004.08;514.062;19.096881;1;340435525;79.899;75.948;76.641;44.002;39.084;39.125;
2021-05-21;12:27:07;5;0.448;1012.14;1004.09;505.125;19.098353;1;340435527;79.81;75.862;76.555;44.008;39.079;39.125;
2021-05-21;12:27:09;5;0.448;1012.05;1004.07;456.125;19.095898;1;340435529;79.889;75.937;76.631;44.006;39.079;39.108;
2021-05-21;12:27:11;5;0.448;1012.21;1004.07;496.812;19.118967;1;340435531;79.985;76.03;76.724;44.012;39.09;39.143;
2021-05-21;12:27:13;5;0.448;1011.97;1004.09;520.75;19.094917;1;340435533;80.179;76.219;76.914;43.987;39.084;39.142;
2021-05-21;12:27:15;5;0.448;1012.13;1004.05;431.125;19.100807;1;340435535;79.734;75.787;76.481;44.009;39.079;39.142;
2021-05-21;12:27:17;5;0.447;1011.83;1004.04;514.562;19.112095;1;340435537;80.14;76.177;76.876;43.994;39.09;39.143;
2021-05-21;12:27:19;5;0.448;1012.31;1004.04;517.375;19.094427;1;340435539;79.824;75.872;76.569;43.989;39.099;39.144;
2021-05-21;12:27:21;5;0.448;1011.97;1004.04;485.062;19.095408;1;340435541;80.069;76.109;76.807;43.998;39.09;39.109;
2021-05-21;12:27:23;5;0.448;1012.11;1004.05;513.937;19.117003;1;340435543;79.94;75.985;76.681;44.007;39.084;39.108;
2021-05-21;12:27:25;5;0.448;1012.05;1004.07;503.375;19.100806;1;340435545;80.03;76.073;76.768;44.01;39.079;39.108;
2021-05-21;12:27:27;5;0.448;1012.18;1004.07;450.312;19.099334;1;340435547;79.754;75.807;76.5;44.005;39.084;39.142;
2021-05-21;12:27:29;5;0.448;1012.17;1004.07;508.187;19.119949;1;340435549;79.899;75.947;76.641;44.003;39.079;39.108;
2021-05-21;12:27:31;5;0.448;1012.03;1004.07;511.062;19.097371;1;340435551;80.075;76.117;76.812;43.994;39.079;39.091;
2021-05-21;12:27:33;5;0.448;1012.14;1004.04;473.625;19.107187;1;340435553;79.769;75.819;76.515;43.99;39.079;39.125;
2021-05-21;12:27:35;5;0.448;1011.82;1004.09;511.75;19.095408;1;340435555;80.049;76.093;76.787;43.999;39.09;39.143;
2021-05-21;12:27:37;5;0.448;1012.32;1004.07;517.875;19.112586;1;340435557;80.15;76.189;76.885;44.001;39.09;39.126;
2021-05-21;12:27:39;5;0.448;1011.91;1004.09;498.812;19.100316;1;340435559;79.875;75.925;76.617;44.013;39.079;39.142;
2021-05-21;12:27:41;5;0.448;1012.17;1004.07;469.125;19.09639;1;340435561;80.29;76.324;77.021;43.994;39.079;39.142;
2021-05-21;12:27:43;5;0.448;1012.04;1004.08;503.0;19.102279;1;340435563;80.2;76.238;76.934;44.005;39.084;39.142;
2021-05-21;12:27:45;5;0.448;1012.16;1004.06;523.375;19.10866;1;340435565;79.96;76.005;76.7;43.99;39.09;39.143;
2021-05-21;12:27:47;5;0.448;1012.19;1004.04;530.125;19.0905;1;340435567;79.95;75.993;76.691;43.986;39.09;39.16;
2021-05-21;12:27:49;5;0.448;1012.01;1004.04;461.25;19.113078;1;340435569;80.114;76.152;76.85;44.001;39.084;39.125;
2021-05-21;12:27:51;5;0.448;1012.15;1004.04;501.812;19.099825;1;340435571;80.07;76.109;76.807;44.01;39.079;39.142;
2021-05-21;12:27:53;5;0.448;1011.83;1004.05;452.375;19.099825;1;340435573;79.979;76.023;76.719;44.011;39.074;39.124;
2021-05-21;12:27:55;5;0.448;1012.34;1004.06;504.812;19.127801;1;340435575;80.085;76.125;76.822;44.005;39.084;39.125;
2021-05-21;12:27:57;5;0.448;1011.91;1004.09;501.937;19.112586;1;340435577;79.77;75.823;76.515;44.004;39.079;39.108;
2021-05-21;12:27:59;5;0.448;1012.16;1004.04;506.25;19.098353;1;340435579;80.245;76.278;76.977;44.0;39.084;39.125;
2021-05-21;12:28:01;5;0.448;1012.0;1004.07;473.562;19.100316;1;340435581;80.149;76.188;76.884;44.007;39.084;39.142;
2021-05-21;12:28:03;5;0.448;1012.21;1004.06;481.812;19.10866;1;340435583;80.399;76.428;77.128;43.997;39.089;39.143;
2021-05-21;12:28:05;5;0.448;1012.13;1004.07;517.125;19.097862;1;340435585;79.949;75.995;76.69;43.994;39.079;39.125;
2021-05-21;12:28:07;5;0.448;1012.07;1004.06;523.25;19.092954;1;340435587;80.11;76.149;76.846;43.992;39.089;39.092;
2021-05-21;12:28:09;5;0.448;1012.23;1004.04;510.625;19.09639;1;340435589;80.435;76.461;77.163;43.996;39.084;39.091;
2021-05-21;12:28:11;5;0.448;1012.0;1004.09;421.937;19.094917;1;340435591;80.43;76.46;77.158;43.998;39.09;39.143;
2021-05-21;12:28:13;5;0.448;1012.3;1004.08;472.625;19.097371;1;340435593;80.28;76.315;77.012;43.995;39.09;39.143;
2021-05-21;12:28:15;5;0.448;1011.81;1004.09;482.375;19.124366;1;340435595;80.15;76.19;76.885;44.023;39.09;39.143;
2021-05-21;12:28:17;5;0.448;1012.35;1004.07;504.375;19.113077;1;340435597;79.83;75.88;76.574;44.006;39.079;39.142;
2021-05-21;12:28:19;5;0.448;1011.94;1004.08;497.625;19.10277;1;340435599;80.215;76.252;76.948;44.008;39.079;39.142;
2021-05-21;12:28:21;5;0.448;1012.19;1004.08;516.75;19.096389;1;340435601;80.225;76.262;76.958;43.992;39.079;39.142;
2021-05-21;12:28:23;5;0.448;1012.05;1004.06;436.5;19.099334;1;340435603;80.179;76.216;76.914;43.999;39.09;39.143;
2021-05-21;12:28:25;5;0.448;1012.18;1004.07;510.062;19.101298;1;340435605;80.509;76.535;77.235;43.989;39.09;39.143;
2021-05-21;12:28:27;5;0.447;1012.15;1004.1;506.937;19.118476;1;340435607;80.214;76.253;76.948;44.007;39.084;39.125;
2021-05-21;12:28:29;5;0.448;1012.07;1004.09;517.187;19.095899;1;340435609;80.114;76.156;76.85;44.0;39.079;39.142;
2021-05-21;12:28:31;5;0.448;1011.94;1004.07;461.375;19.097371;1;340435611;80.485;76.512;77.211;43.992;39.084;39.142;
