Date;Time;Weekday;P_pump;p_TDLAS;p_in;I_total;U_supply;external_pump;Runtime;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
2021-05-21;13:37:31;5;0.448;1013.93;1006.09;464.5;19.098843;1;340439751;63.714;60.508;60.938;44.003;39.064;39.84;
2021-05-21;13:37:33;5;0.448;1014.1;1006.11;458.187;19.097371;1;340439753;64.085;60.864;61.296;44.002;39.074;39.824;
2021-05-21;13:37:35;5;0.448;1013.88;1006.13;483.25;19.097371;1;340439755;63.934;60.721;61.15;44.002;39.064;39.806;
2021-05-21;13:37:37;5;0.448;1013.98;1006.1;474.375;19.09688;1;340439757;63.705;60.498;60.929;43.999;39.059;39.857;
2021-05-21;13:37:39;5;0.448;1014.01;1006.11;507.812;19.103261;1;340439759;63.594;60.393;60.821;44.002;39.069;39.824;
2021-05-21;13:37:41;5;0.448;1013.81;1006.15;508.062;19.11455;1;340439761;63.699;60.497;60.923;43.999;39.064;39.806;
2021-05-21;13:37:43;5;0.448;1014.11;1006.09;517.5;19.100316;1;340439763;63.659;60.455;60.884;43.99;39.064;39.823;
2021-05-21;13:37:45;5;0.448;1013.81;1006.1;466.687;19.095898;1;340439765;63.775;60.566;60.996;44.002;39.069;39.824;
2021-05-21;13:37:47;5;0.448;1014.21;1006.14;517.062;19.112095;1;340439767;63.704;60.5;60.928;43.998;39.064;39.823;
2021-05-21;13:37:49;5;0.448;1013.72;1006.14;472.687;19.092954;1;340439769;63.505;60.309;60.735;43.991;39.064;39.806;
2021-05-21;13:37:51;5;0.447;1014.19;1006.11;491.125;19.095408;1;340439771;63.695;60.489;60.919;44.0;39.064;39.84;
2021-05-21;13:37:53;5;0.448;1013.96;1006.1;509.5;19.101298;1;340439773;63.504;60.306;60.735;44.003;39.074;39.807;
2021-05-21;13:37:55;5;0.448;1014.11;1006.1;504.437;19.116022;1;340439775;63.499;60.302;60.73;44.01;39.064;39.806;
2021-05-21;13:37:57;5;0.448;1013.95;1006.12;446.75;19.094917;1;340439777;63.719;60.513;60.942;44.004;39.069;39.807;
2021-05-21;13:37:59;5;0.448;1014.1;1006.13;506.875;19.127801;1;340439779;63.494;60.298;60.725;44.001;39.079;39.825;
2021-05-21;13:38:01;5;0.448;1013.92;1006.11;494.437;19.103261;1;340439781;63.45;60.254;60.682;44.011;39.059;39.823;
2021-05-21;13:38:03;5;0.448;1014.36;1006.1;507.875;19.095899;1;340439783;63.595;60.393;60.822;43.998;39.069;39.807;
2021-05-21;13:38:05;5;0.448;1013.9;1006.09;488.687;19.09688;1;340439785;63.46;60.263;60.691;43.996;39.064;39.823;
2021-05-21;13:38:07;5;0.448;1014.37;1006.11;511.875;19.094427;1;340439787;63.569;60.369;60.797;43.992;39.079;39.825;
2021-05-21;13:38:09;5;0.448;1013.91;1006.08;510.375;19.113077;1;340439789;63.324;60.132;60.561;43.999;39.074;39.824;
2021-05-21;13:38:11;5;0.448;1014.36;1006.1;472.562;19.10915;1;340439791;63.304;60.114;60.541;43.994;39.074;39.807;
2021-05-21;13:38:13;5;0.447;1013.87;1006.08;466.25;19.09639;1;340439793;63.37;60.175;60.605;43.999;39.074;39.807;
2021-05-21;13:38:15;5;0.448;1014.1;1006.09;498.312;19.101297;1;340439795;63.339;60.147;60.575;44.015;39.074;39.79;
2021-05-21;13:38:17;5;0.448;1013.94;1006.13;498.125;19.110133;1;340439797;63.59;60.39;60.818;44.003;39.079;39.825;
2021-05-21;13:38:19;5;0.448;1014.16;1006.13;500.937;19.110623;1;340439799;63.204;60.02;60.444;44.01;39.069;39.824;
2021-05-21;13:38:21;5;0.447;1014.07;1006.09;503.687;19.090991;1;340439801;63.57;60.369;60.798;43.982;39.074;39.773;
2021-05-21;13:38:23;5;0.448;1014.22;1006.11;510.5;19.112096;1;340439803;63.655;60.451;60.88;43.999;39.059;39.755;
2021-05-21;13:38:25;5;0.448;1013.83;1006.1;466.625;19.09688;1;340439805;62.689;59.523;59.946;43.996;39.064;39.806;
2021-05-21;13:38:27;5;0.448;1014.13;1006.07;479.75;19.112587;1;340439807;63.239;60.05;60.478;44.002;39.064;39.789;
2021-05-21;13:38:29;5;0.448;1014.01;1006.07;507.437;19.097862;1;340439809;63.345;60.151;60.58;44.0;39.069;39.756;
2021-05-21;13:38:31;5;0.448;1014.06;1006.12;493.562;19.110623;1;340439811;62.974;59.798;60.222;43.992;39.079;39.825;
2021-05-21;13:38:33;5;0.448;1013.94;1006.12;466.062;19.096881;1;340439813;63.144;59.962;60.386;43.997;39.069;39.756;
2021-05-21;13:38:35;5;0.448;1014.0;1006.12;494.75;19.119458;1;340439815;63.399;60.206;60.633;44.011;39.069;39.79;
2021-05-21;13:38:37;5;0.448;1014.03;1006.12;498.062;19.112586;1;340439817;63.41;60.216;60.643;43.994;39.069;39.773;
2021-05-21;13:38:39;5;0.448;1013.85;1006.13;485.375;19.094917;1;340439819;63.255;60.068;60.493;43.985;39.069;39.756;
2021-05-21;13:38:41;5;0.448;1014.12;1006.12;527.375;19.108169;1;340439821;62.895;59.722;60.145;43.988;39.074;39.807;
2021-05-21;13:38:43;5;0.448;1013.88;1006.12;509.812;19.105715;1;340439823;63.079;59.899;60.323;43.991;39.074;39.756;
2021-05-21;13:38:45;5;0.448;1014.17;1006.09;463.25;19.097371;1;340439825;63.239;60.051;60.478;43.997;39.074;39.756;
2021-05-21;13:38:47;5;0.448;1013.77;1006.1;516.562;19.112096;1;340439827;63.239;60.051;60.478;43.998;39.074;39.773;
2021-05-21;13:38:49;5;0.448;1014.25;1006.12;495.25;19.112096;1;340439829;62.94;59.765;60.189;44.005;39.079;39.757;
2021-05-21;13:38:51;5;0.448;1014.01;1006.08;483.687;19.102279;1;340439831;62.42;59.264;59.686;44.003;39.074;39.756;
2021-05-21;13:38:53;5;0.448;1014.18;1006.09;501.937;19.100316;1;340439833;62.829;59.657;60.081;43.999;39.074;39.773;
2021-05-21;13:38:55;5;0.448;1013.95;1006.08;505.437;19.099334;1;340439835;62.839;59.666;60.091;44.0;39.069;39.79;
2021-05-21;13:38:57;5;0.448;1014.1;1006.11;497.562;19.116513;1;340439837;62.894;59.721;60.145;44.005;39.074;39.773;
2021-05-21;13:38:59;5;0.448;1013.92;1006.08;499.437;19.09688;1;340439839;62.959;59.782;60.207;43.995;39.064;39.755;
2021-05-21;13:39:01;5;0.448;1014.38;1006.1;480.25;19.107187;1;340439841;62.984;59.806;60.232;43.992;39.069;39.756;
2021-05-21;13:39:03;5;0.447;1013.87;1006.07;513.125;19.09688;1;340439843;62.945;59.767;60.193;44.001;39.074;39.756;
2021-05-21;13:39:05;5;0.447;1014.39;1006.06;485.812;19.096389;1;340439845;62.88;59.704;60.13;44.005;39.074;39.739;
2021-05-21;13:39:07;5;0.448;1013.91;1006.11;500.687;19.108169;1;340439847;62.575;59.414;59.835;44.008;39.074;39.773;
2021-05-21;13:39:09;5;0.448;1014.38;1006.09;476.562;19.103752;1;340439849;62.809;59.638;60.062;44.013;39.074;39.773;
2021-05-21;13:39:11;5;0.448;1013.88;1006.09;513.687;19.107188;1;340439851;62.789;59.619;60.043;43.993;39.059;39.755;
2021-05-21;13:39:13;5;0.448;1014.11;1006.1;470.625;19.094917;1;340439853;62.564;59.403;59.826;44.001;39.074;39.773;
2021-05-21;13:39:15;5;0.448;1013.99;1006.08;504.312;19.113568;1;340439855;63.505;60.305;60.735;44.003;39.074;39.773;
2021-05-21;13:39:17;5;0.447;1014.18;1006.07;513.875;19.091482;1;340439857;62.805;59.632;60.058;43.99;39.079;39.757;
2021-05-21;13:39:19;5;0.448;1014.05;1006.06;511.0;19.10277;1;340439859;62.494;59.334;59.757;44.0;39.079;39.757;
2021-05-21;13:39:21;5;0.448;1014.24;1006.11;496.25;19.099825;1;340439861;62.495;59.337;59.758;44.005;39.079;39.757;
2021-05-21;13:39:23;5;0.448;1013.74;1006.1;455.5;19.098353;1;340439863;62.985;59.807;60.232;44.008;39.079;39.757;
2021-05-21;13:39:25;5;0.448;1014.18;1006.1;501.812;19.100316;1;340439865;62.794;59.624;60.048;44.001;39.074;39.756;
2021-05-21;13:39:27;5;0.447;1013.82;1006.07;452.875;19.104243;1;340439867;62.779;59.608;60.033;44.006;39.069;39.756;
2021-05-21;13:39:29;5;0.448;1014.11;1006.09;481.062;19.097371;1;340439869;62.634;59.47;59.893;43.995;39.069;39.739;
2021-05-21;13:39:31;5;0.448;1013.85;1006.07;507.562;19.10866;1;340439871;62.3;59.148;59.57;43.996;39.069;39.739;
2021-05-21;13:39:33;5;0.448;1014.06;1006.08;460.437;19.097371;1;340439873;62.704;59.536;59.961;43.997;39.069;39.756;
2021-05-21;13:39:35;5;0.448;1013.95;1006.09;514.375;19.113568;1;340439875;62.504;59.345;59.768;43.996;39.074;39.739;
2021-05-21;13:39:37;5;0.447;1014.02;1006.09;517.625;19.095408;1;340439877;62.665;59.499;59.923;43.996;39.079;39.757;
2021-05-21;13:39:39;5;0.448;1013.93;1006.08;511.25;19.110623;1;340439879;62.535;59.374;59.797;44.003;39.079;39.774;
2021-05-21;13:39:41;5;0.448;1014.38;1006.09;517.25;19.094917;1;340439881;62.359;59.206;59.627;43.994;39.069;39.739;
2021-05-21;13:39:43;5;0.448;1013.93;1006.07;453.312;19.098353;1;340439883;62.669;59.503;59.927;44.006;39.084;39.757;
2021-05-21;13:39:45;5;0.448;1014.28;1006.05;488.562;19.111114;1;340439885;62.099;58.954;59.376;43.991;39.079;39.74;
2021-05-21;13:39:47;5;0.448;1014.0;1006.05;514.562;19.09639;1;340439887;62.699;59.53;59.956;43.999;39.079;39.757;
2021-05-21;13:39:49;5;0.448;1014.23;1006.08;473.5;19.109642;1;340439889;61.949;58.812;59.23;43.994;39.079;39.757;
2021-05-21;13:39:51;5;0.448;1014.07;1006.09;507.937;19.098844;1;340439891;62.474;59.316;59.738;44.007;39.069;39.722;
2021-05-21;13:39:53;5;0.448;1014.23;1006.08;466.625;19.100807;1;340439893;62.435;59.278;59.7;44.013;39.069;39.722;
2021-05-21;13:39:55;5;0.448;1014.15;1006.08;504.687;19.099334;1;340439895;62.304;59.152;59.574;44.002;39.069;39.722;
2021-05-21;13:39:57;5;0.448;1014.14;1006.09;504.75;19.099825;1;340439897;62.749;59.58;60.004;44.004;39.079;39.74;
2021-05-21;13:39:59;5;0.448;1013.99;1006.09;467.187;19.110132;1;340439899;62.579;59.417;59.84;43.989;39.074;39.722;
2021-05-21;13:40:01;5;0.447;1014.06;1006.1;508.125;19.098352;1;340439901;62.369;59.216;59.637;43.997;39.074;39.705;
2021-05-21;13:40:03;5;0.447;1014.25;1006.09;509.812;19.105715;1;340439903;62.539;59.379;59.801;43.992;39.069;39.722;
2021-05-21;13:40:05;5;0.448;1014.03;1006.08;520.812;19.09639;1;340439905;62.454;59.296;59.719;43.997;39.069;39.688;
2021-05-21;13:40:07;5;0.447;1014.3;1006.05;495.562;19.097371;1;340439907;62.125;58.979;59.4;44.004;39.069;39.722;
2021-05-21;13:40:09;5;0.448;1013.91;1006.07;504.625;19.099335;1;340439909;61.975;58.835;59.255;44.007;39.069;39.705;
2021-05-21;13:40:11;5;0.448;1014.1;1006.1;497.062;19.099825;1;340439911;62.414;59.258;59.68;43.999;39.059;39.687;
2021-05-21;13:40:13;5;0.448;1013.88;1006.1;508.375;19.111114;1;340439913;62.534;59.374;59.796;44.002;39.069;39.705;
2021-05-21;13:40:15;5;0.448;1014.15;1006.11;519.937;19.091482;1;340439915;62.13;58.987;59.405;43.985;39.069;39.722;
2021-05-21;13:40:17;5;0.448;1014.01;1006.1;514.437;19.095899;1;340439917;61.74;58.612;59.028;43.994;39.079;39.706;
2021-05-21;13:40:19;5;0.448;1014.28;1006.13;511.5;19.10277;1;340439919;62.14;58.998;59.415;43.994;39.079;39.689;
2021-05-21;13:40:21;5;0.448;1013.83;1006.12;448.437;19.101788;1;340439921;62.07;58.93;59.347;44.011;39.079;39.689;
2021-05-21;13:40:23;5;0.447;1014.16;1006.11;508.187;19.115531;1;340439923;62.005;58.867;59.284;44.002;39.079;39.689;
2021-05-21;13:40:25;5;0.448;1014.03;1006.12;458.5;19.098352;1;340439925;61.954;58.819;59.235;43.997;39.064;39.687;
2021-05-21;13:40:27;5;0.448;1014.07;1006.08;509.312;19.117494;1;340439927;62.229;59.08;59.501;43.998;39.079;39.723;
2021-05-21;13:40:29;5;0.448;1013.97;1006.12;505.312;19.099825;1;340439929;61.984;58.847;59.264;44.003;39.064;39.687;
2021-05-21;13:40:31;5;0.448;1013.84;1006.11;464.375;19.112587;1;340439931;62.115;58.972;59.39;43.992;39.069;39.705;
2021-05-21;13:40:33;5;0.447;1014.13;1006.1;514.812;19.094917;1;340439933;61.91;58.775;59.192;43.991;39.069;39.688;
2021-05-21;13:40:35;5;0.447;1013.94;1006.11;500.25;19.09639;1;340439935;61.565;58.444;58.859;44.0;39.069;39.705;
2021-05-21;13:40:37;5;0.448;1014.17;1006.11;524.125;19.092954;1;340439937;61.79;58.66;59.076;43.989;39.079;39.689;
2021-05-21;13:40:39;5;0.448;1013.75;1006.11;481.375;19.105715;1;340439939;61.275;58.166;58.578;44.008;39.074;39.671;
2021-05-21;13:40:41;5;0.448;1014.25;1006.11;477.875;19.09639;1;340439941;62.284;59.135;59.554;44.001;39.074;39.671;
2021-05-21;13:40:43;5;0.448;1013.88;1006.11;520.75;19.110623;1;340439943;61.589;58.468;58.882;43.993;39.079;39.689;
2021-05-21;13:40:45;5;0.448;1014.09;1006.1;492.437;19.095899;1;340439945;61.684;58.558;58.974;44.004;39.074;39.688;
2021-05-21;13:40:47;5;0.448;1013.94;1006.12;505.625;19.098844;1;340439947;61.714;58.589;59.003;44.004;39.069;39.688;
2021-05-21;13:40:49;5;0.448;1014.0;1006.09;454.187;19.09688;1;340439949;61.759;58.63;59.047;43.999;39.069;39.722;
2021-05-21;13:40:51;5;0.448;1013.95;1006.09;504.812;19.103752;1;340439951;61.779;58.649;59.066;44.0;39.079;39.672;
2021-05-21;13:40:53;5;0.448;1014.01;1006.1;476.125;19.092464;1;340439953;62.0;58.861;59.28;43.987;39.079;39.689;
2021-05-21;13:40:55;5;0.447;1013.99;1006.13;507.625;19.108169;1;340439955;61.974;58.838;59.255;43.997;39.069;39.688;
2021-05-21;13:40:57;5;0.447;1014.25;1006.1;476.75;19.10326;1;340439957;61.754;58.625;59.041;44.006;39.079;39.689;
2021-05-21;13:40:59;5;0.448;1014.02;1006.11;512.437;19.100316;1;340439959;61.694;58.568;58.983;43.997;39.079;39.689;
2021-05-21;13:41:01;5;0.447;1014.21;1006.13;475.0;19.097862;1;340439961;61.829;58.699;59.114;43.992;39.074;39.688;
2021-05-21;13:41:03;5;0.447;1014.06;1006.14;511.062;19.111114;1;340439963;61.384;58.273;58.684;44.002;39.069;39.688;
2021-05-21;13:41:05;5;0.447;1014.25;1006.1;517.25;19.103752;1;340439965;61.49;58.371;58.786;44.0;39.079;39.689;
2021-05-21;13:41:07;5;0.448;1014.07;1006.11;507.875;19.099334;1;340439967;61.435;58.32;58.733;44.011;39.074;39.671;
2021-05-21;13:41:09;5;0.448;1014.19;1006.12;494.0;19.102279;1;340439969;61.789;58.66;59.076;44.006;39.09;39.69;
2021-05-21;13:41:11;5;0.448;1014.12;1006.13;498.437;19.119458;1;340439971;61.314;58.205;58.617;44.008;39.079;39.689;
2021-05-21;13:41:13;5;0.447;1014.11;1006.12;479.625;19.101298;1;340439973;61.659;58.536;58.95;43.997;39.069;39.688;
2021-05-21;13:41:15;5;0.448;1013.97;1006.1;507.875;19.114059;1;340439975;61.36;58.247;58.661;44.001;39.074;39.637;
2021-05-21;13:41:17;5;0.447;1014.08;1006.13;481.0;19.113077;1;340439977;61.739;58.613;59.028;43.993;39.079;39.654;
2021-05-21;13:41:19;5;0.447;1014.16;1006.11;514.812;19.10277;1;340439979;61.565;58.444;58.859;43.992;39.069;39.636;
2021-05-21;13:41:21;5;0.448;1014.01;1006.15;508.375;19.095408;1;340439981;61.355;58.245;58.656;43.999;39.059;39.687;
2021-05-21;13:41:23;5;0.448;1014.39;1006.14;460.687;19.097371;1;340439983;61.425;58.312;58.724;44.003;39.074;39.671;
2021-05-21;13:41:25;5;0.447;1013.84;1006.11;499.062;19.104242;1;340439985;61.304;58.194;58.607;44.005;39.069;39.653;
2021-05-21;13:41:27;5;0.448;1014.14;1006.1;498.562;19.118476;1;340439987;61.609;58.486;58.902;44.009;39.064;39.653;
2021-05-21;13:41:29;5;0.448;1013.96;1006.12;501.437;19.107678;1;340439989;61.289;58.18;58.593;44.004;39.069;39.653;
2021-05-21;13:41:31;5;0.448;1014.21;1006.12;465.375;19.097862;1;340439991;61.499;58.382;58.796;43.999;39.074;39.654;
2021-05-21;13:41:33;5;0.447;1014.03;1006.15;503.562;19.096881;1;340439993;61.329;58.22;58.631;44.002;39.079;39.655;
2021-05-21;13:41:35;5;0.447;1014.24;1006.14;508.125;19.10228;1;340439995;61.584;58.464;58.878;43.999;39.074;39.688;
2021-05-21;13:41:37;5;0.448;1013.8;1006.13;504.562;19.100316;1;340439997;61.65;58.527;58.941;44.002;39.069;39.619;
2021-05-21;13:41:39;5;0.448;1014.25;1006.13;483.562;19.100807;1;340439999;61.064;57.965;58.375;43.994;39.069;39.671;
2021-05-21;13:41:41;5;0.448;1013.76;1006.13;457.812;19.100806;1;340440001;61.404;58.292;58.704;43.996;39.069;39.671;
2021-05-21;13:41:43;5;0.448;1014.25;1006.1;504.187;19.098844;1;340440003;61.275;58.165;58.579;43.998;39.079;39.655;
2021-05-21;13:41:45;5;0.448;1014.07;1006.14;505.437;19.112586;1;340440005;61.494;58.378;58.791;44.005;39.074;39.654;
2021-05-21;13:41:47;5;0.448;1014.27;1006.08;514.562;19.113077;1;340440007;61.324;58.211;58.626;43.994;39.074;39.654;
2021-05-21;13:41:49;5;0.448;1014.03;1006.15;517.812;19.100807;1;340440009;61.419;58.307;58.718;44.0;39.074;39.619;
2021-05-21;13:41:51;5;0.448;1014.15;1006.14;508.562;19.115531;1;340440011;61.304;58.196;58.607;44.006;39.074;39.654;
2021-05-21;13:41:53;5;0.448;1013.89;1006.1;508.562;19.094917;1;340440013;61.224;58.117;58.53;43.999;39.069;39.688;
2021-05-21;13:41:55;5;0.448;1014.37;1006.11;454.437;19.101789;1;340440015;61.099;57.998;58.409;44.01;39.074;39.654;
2021-05-21;13:41:57;5;0.448;1013.98;1006.12;451.562;19.100806;1;340440017;61.335;58.224;58.636;44.005;39.074;39.654;
2021-05-21;13:41:59;5;0.448;1014.22;1006.15;467.625;19.095408;1;340440019;61.035;57.937;58.346;43.993;39.069;39.619;
2021-05-21;13:42:01;5;0.447;1014.08;1006.1;469.187;19.096881;1;340440021;61.084;57.982;58.394;44.002;39.079;39.637;
2021-05-21;13:42:03;5;0.448;1014.24;1006.13;523.875;19.094427;1;340440023;60.894;57.802;58.211;43.993;39.069;39.636;
2021-05-21;13:42:05;5;0.448;1014.16;1006.11;464.812;19.098353;1;340440025;60.559;57.479;57.887;44.002;39.074;39.654;
2021-05-21;13:42:07;5;0.448;1014.1;1006.14;521.125;19.091482;1;340440027;60.9;57.807;58.216;43.982;39.069;39.654;
2021-05-21;13:42:09;5;0.448;1014.23;1006.11;454.875;19.098844;1;340440029;60.82;57.729;58.139;44.007;39.059;39.618;
2021-05-21;13:42:11;5;0.447;1014.1;1006.11;510.812;19.109151;1;340440031;60.759;57.671;58.08;44.006;39.064;39.618;
2021-05-21;13:42:13;5;0.448;1014.07;1006.12;507.687;19.098352;1;340440033;61.03;57.931;58.342;44.0;39.064;39.618;
2021-05-21;13:42:15;5;0.448;1014.08;1006.13;486.312;19.092954;1;340440035;60.859;57.768;58.177;44.0;39.079;39.62;
2021-05-21;13:42:17;5;0.448;1014.13;1006.15;501.187;19.116513;1;340440037;61.084;57.984;58.394;44.005;39.069;39.619;
2021-05-21;13:42:19;5;0.448;1014.09;1006.12;454.75;19.098844;1;340440039;60.834;57.743;58.152;44.004;39.069;39.619;
2021-05-21;13:42:21;5;0.448;1014.09;1006.12;533.0;19.106696;1;340440041;60.81;57.72;58.129;43.983;39.069;39.619;
2021-05-21;13:42:23;5;0.447;1014.06;1006.11;520.375;19.093936;1;340440043;61.114;58.011;58.423;43.99;39.074;39.619;
2021-05-21;13:42:25;5;0.448;1014.0;1006.15;483.062;19.097371;1;340440045;61.039;57.942;58.351;44.007;39.074;39.619;
2021-05-21;13:42:27;5;0.448;1013.95;1006.15;467.0;19.094426;1;340440047;60.9;57.808;58.216;43.995;39.074;39.619;
2021-05-21;13:42:29;5;0.447;1014.06;1006.13;498.5;19.119948;1;340440049;60.644;57.562;57.969;44.014;39.079;39.603;
2021-05-21;13:42:31;5;0.448;1013.92;1006.12;504.937;19.098844;1;340440051;60.999;57.902;58.312;44.001;39.059;39.618;
2021-05-21;13:42:33;5;0.448;1014.1;1006.16;454.875;19.111114;1;340440053;60.574;57.496;57.901;44.006;39.064;39.618;
2021-05-21;13:42:35;5;0.448;1014.01;1006.16;507.625;19.104733;1;340440055;60.434;57.362;57.766;43.993;39.074;39.637;
2021-05-21;13:42:37;5;0.448;1014.15;1006.13;514.062;19.096389;1;340440057;60.444;57.369;57.775;43.993;39.074;39.619;
2021-05-21;13:42:39;5;0.447;1013.84;1006.13;484.5;19.095408;1;340440059;60.729;57.643;58.051;43.998;39.074;39.619;
2021-05-21;13:42:41;5;0.447;1014.26;1006.14;480.375;19.109641;1;340440061;60.515;57.438;57.844;43.996;39.074;39.602;
2021-05-21;13:42:43;5;0.448;1014.12;1006.1;507.625;19.09688;1;340440063;60.774;57.685;58.095;44.005;39.074;39.619;
2021-05-21;13:42:45;5;0.448;1014.27;1006.11;447.562;19.106697;1;340440065;60.669;57.584;57.993;44.011;39.074;39.619;
2021-05-21;13:42:47;5;0.447;1014.04;1006.14;501.125;19.104242;1;340440067;60.524;57.447;57.853;44.002;39.079;39.62;
2021-05-21;13:42:49;5;0.448;1014.2;1006.11;473.937;19.095408;1;340440069;60.674;57.589;57.998;43.999;39.069;39.585;
2021-05-21;13:42:51;5;0.448;1013.97;1006.14;501.312;19.117003;1;340440071;60.535;57.458;57.863;44.006;39.079;39.62;
2021-05-21;13:42:53;5;0.448;1014.39;1006.13;514.25;19.095899;1;340440073;60.565;57.486;57.892;43.998;39.079;39.62;
2021-05-21;13:42:55;5;0.448;1013.88;1006.14;445.5;19.098844;1;340440075;60.36;57.289;57.694;44.005;39.079;39.62;
2021-05-21;13:42:57;5;0.447;1014.38;1006.15;501.875;19.110623;1;340440077;60.61;57.53;57.936;44.003;39.069;39.619;
2021-05-21;13:42:59;5;0.448;1013.96;1006.15;520.0;19.093936;1;340440079;60.85;57.76;58.168;43.987;39.069;39.619;
2021-05-21;13:43:01;5;0.448;1014.16;1006.14;441.937;19.099334;1;340440081;60.85;57.76;58.168;43.997;39.079;39.62;
2021-05-21;13:43:03;5;0.448;1014.04;1006.12;516.25;19.114549;1;340440083;60.469;57.393;57.8;43.992;39.079;39.62;
2021-05-21;13:43:05;5;0.448;1014.31;1006.15;528.937;19.091482;1;340440085;60.39;57.318;57.723;43.986;39.074;39.619;
2021-05-21;13:43:07;5;0.447;1014.1;1006.16;509.625;19.100316;1;340440087;60.379;57.309;57.713;44.001;39.064;39.601;
2021-05-21;13:43:09;5;0.447;1014.27;1006.13;460.062;19.096881;1;340440089;60.379;57.307;57.713;44.003;39.079;39.62;
2021-05-21;13:43:11;5;0.447;1013.81;1006.1;468.375;19.112096;1;340440091;60.424;57.348;57.756;44.008;39.079;39.62;
2021-05-21;13:43:13;5;0.448;1014.26;1006.12;497.5;19.106206;1;340440093;60.335;57.264;57.67;44.008;39.069;39.585;
2021-05-21;13:43:15;5;0.448;1013.83;1006.12;503.562;19.100316;1;340440095;60.269;57.201;57.606;44.002;39.074;39.585;
2021-05-21;13:43:17;5;0.448;1014.22;1006.11;399.812;19.10277;1;340440097;60.579;57.498;57.906;44.006;39.069;39.602;
2021-05-21;13:43:19;5;0.447;1013.78;1006.13;486.562;19.11455;1;340440099;60.184;57.12;57.524;44.004;39.064;39.601;
2021-05-21;13:43:21;5;0.448;1014.25;1006.13;516.437;19.112587;1;340440101;60.015;56.958;57.361;43.997;39.064;39.584;
2021-05-21;13:43:23;5;0.448;1014.12;1006.15;519.25;19.094426;1;340440103;60.189;57.126;57.529;43.992;39.069;39.619;
2021-05-21;13:43:25;5;0.448;1014.3;1006.11;513.187;19.09639;1;340440105;60.445;57.369;57.776;44.001;39.079;39.62;
2021-05-21;13:43:27;5;0.448;1014.13;1006.13;424.5;19.096881;1;340440107;60.284;57.216;57.621;44.008;39.069;39.602;
2021-05-21;13:43:29;5;0.448;1014.29;1006.11;419.437;19.098353;1;340440109;60.185;57.12;57.525;44.002;39.069;39.585;
2021-05-21;13:43:31;5;0.448;1014.1;1006.15;438.5;19.099334;1;340440111;60.249;57.184;57.587;44.007;39.059;39.55;
2021-05-21;13:43:33;5;0.448;1014.19;1006.15;475.937;19.103752;1;340440113;60.374;57.304;57.708;44.01;39.074;39.585;
2021-05-21;13:43:35;5;0.447;1014.11;1006.11;510.437;19.12093;1;340440115;60.359;57.287;57.693;43.995;39.069;39.551;
2021-05-21;13:43:37;5;0.448;1014.25;1006.15;507.25;19.099334;1;340440117;60.16;57.098;57.501;43.998;39.064;39.567;
2021-05-21;13:43:39;5;0.448;1014.05;1006.12;503.25;19.095408;1;340440119;60.184;57.12;57.524;43.992;39.074;39.585;
2021-05-21;13:43:41;5;0.448;1014.02;1006.15;507.25;19.104243;1;340440121;60.154;57.093;57.496;43.995;39.079;39.586;
2021-05-21;13:43:43;5;0.447;1013.97;1006.11;516.562;19.095408;1;340440123;59.99;56.933;57.337;43.994;39.079;39.552;
2021-05-21;13:43:45;5;0.448;1014.09;1006.13;478.312;19.093935;1;340440125;60.114;57.053;57.457;43.989;39.064;39.601;
2021-05-21;13:43:47;5;0.447;1013.93;1006.13;504.187;19.113568;1;340440127;60.17;57.107;57.511;44.005;39.079;39.62;
2021-05-21;13:43:49;5;0.448;1014.09;1006.13;507.375;19.098844;1;340440129;60.214;57.149;57.553;43.999;39.079;39.586;
2021-05-21;13:43:51;5;0.448;1013.94;1006.13;447.312;19.118476;1;340440131;60.16;57.097;57.501;44.007;39.079;39.603;
2021-05-21;13:43:53;5;0.448;1014.13;1006.13;513.5;19.096389;1;340440133;59.934;56.88;57.282;43.993;39.079;39.569;
2021-05-21;13:43:55;5;0.448;1014.14;1006.12;481.0;19.095899;1;340440135;59.849;56.798;57.201;43.995;39.074;39.568;
2021-05-21;13:43:57;5;0.448;1014.11;1006.15;513.937;19.112586;1;340440137;59.855;56.805;57.206;43.997;39.069;39.568;
2021-05-21;13:43:59;5;0.447;1014.19;1006.12;504.562;19.099825;1;340440139;59.895;56.842;57.245;44.009;39.069;39.551;
2021-05-21;13:44:01;5;0.448;1014.1;1006.14;420.75;19.097862;1;340440141;60.064;57.006;57.408;43.998;39.069;39.568;
2021-05-21;13:44:03;5;0.448;1014.21;1006.13;510.625;19.112586;1;340440143;59.864;56.813;57.215;44.003;39.069;39.551;
2021-05-21;13:44:05;5;0.448;1014.08;1006.14;504.75;19.099334;1;340440145;59.714;56.67;57.07;44.01;39.074;39.551;
2021-05-21;13:44:07;5;0.447;1014.25;1006.16;466.875;19.104242;1;340440147;59.794;56.748;57.148;43.996;39.079;39.535;
2021-05-21;13:44:09;5;0.447;1014.12;1006.14;504.75;19.099334;1;340440149;59.834;56.785;57.186;44.005;39.079;39.552;
2021-05-21;13:44:11;5;0.448;1014.3;1006.12;482.375;19.098353;1;340440151;59.439;56.405;56.805;44.002;39.074;39.568;
