"FractTime	CH4 ppm (SO)	CH4 ppm (Contros)	Evap Losses	CH4 ppm (SO)-evap	CH4 ppm (Contros)-evap"
"-0.00340038888888886	6.14102285730732	7.1	0	6.14102285730732	7.1"
"-0.00338838888888884	6.02773990611498	7.28624000000294	0	6.02773990611498	7.28624000000294"
"-0.00337738888888886	5.96894230384599	7.0355199999977	0	5.96894230384599	7.0355199999977"
"-0.00336538888888885	5.885076068223	7.09184000000107	0	5.885076068223	7.09184000000107"
"-0.00335338888888884	5.82801702456864	7.38656000000448	0	5.82801702456864	7.38656000000448"
"-0.00334238888888885	5.7458930953108	7.4	0	5.7458930953108	7.4"
"-0.00333038888888884	5.6706916072223	7.4	0	5.6706916072223	7.4"
"-0.00331938888888886	5.59203947630035	7.4	0	5.59203947630035	7.4"
"-0.00330738888888885	5.59463229128641	7.30704000000019	0	5.59463229128641	7.30704000000019"
"-0.00329638888888886	5.50648088132683	7.12400000000023	0	5.50648088132683	7.12400000000023"
"-0.00328438888888885	5.44858232534843	6.91663999999939	0	5.44858232534843	6.91663999999939"
"-0.00327238888888884	5.40192059961742	6.9	0	5.40192059961742	6.9"
"-0.00326138888888885	5.33106865333171	7.08079999999982	0	5.33106865333171	7.08079999999982"
"-0.00324938888888884	5.33366069679721	7.19408000000033	0	5.33366069679721	7.19408000000033"
"-0.00323838888888886	5.28009335602787	7.37823999999923	0	5.28009335602787	7.37823999999923"
"-0.00322638888888885	5.23430451471707	7.4	0	5.23430451471707	7.4"
"-0.00321538888888886	5.19283743961742	7.31215999999992	0	5.19283743961742	7.31215999999992"
"-0.00320338888888885	5.14705315674982	6.93391999999802	0	5.14705315674982	6.93391999999802"
"-0.00319138888888884	5.10559021005157	6.9952	0	5.10559021005157	6.9952"
"-0.00318038888888886	5.11854717013171	6.9097599999999	0	5.11854717013171	6.9097599999999"
"-0.00316838888888885	5.07794933559303	6.9	0	5.07794933559303	6.9"
"-0.00315738888888886	5.0261250463108	7.43375999999885	0	5.0261250463108	7.43375999999885"
"-0.00314538888888885	4.99762299393659	6.94415999999927	0	4.99762299393659	6.94415999999927"
"-0.00313438888888887	4.96566725011568	6.9	0	4.96566725011568	6.9"
"-0.00312238888888885	4.96307629495401	6.99135999999981	0	4.96307629495401	6.99135999999981"
"-0.00311038888888884	4.93198543081463	7.19008000000029	0	4.93198543081463	7.19008000000029"
"-0.00309938888888886	4.91384960306341	7.2	0	4.91384960306341	7.2"
"-0.00308738888888885	4.90003208160279	7.01248000000038	0	4.90003208160279	7.01248000000038"
"-0.00307638888888886	4.87844264074913	7.17759999999979	0	4.87844264074913	7.17759999999979"
"-0.00306438888888885	4.86462567791707	7.38496000000062	0	4.86462567791707	7.38496000000062"
"-0.00305238888888884	4.83526535573171	7.20768000000038	0	4.83526535573171	7.20768000000038"
"-0.00304138888888886	4.83181126489965	7.2	0	4.83181126489965	7.2"
"-0.00302938888888885	4.8076330105777	7.01023999999933	0	4.8076330105777	7.01023999999933"
"-0.00301838888888886	4.79122671822718	7	0	4.79122671822718	7"
"-0.00300638888888885	4.76532267199721	7.37439999999975	0	4.76532267199721	7.37439999999975"
"-0.00299538888888887	4.77913806794425	7.13407999999975	0	4.77913806794425	7.13407999999975"
"-0.00298338888888885	4.76100540547108	7.19231999999962	0	4.76100540547108	7.19231999999962"
"-0.00297138888888884	4.73769253410732	7.29599999999996	0	4.73769253410732	7.29599999999996"
"-0.00296038888888886	4.78690932396585	7.02687999999968	0	4.78690932396585	7.02687999999968"
"-0.00294838888888885	4.72301437803136	7	0	4.72301437803136	7"
"-0.00293738888888886	4.73769253410732	7.26927999999942	0	4.73769253410732	7.26927999999942"
"-0.00292538888888885	4.73078513588571	7.3	0	4.73078513588571	7.3"
"-0.00291438888888887	4.68588837589129	7.21151999999973	0	4.68588837589129	7.21151999999973"
"-0.00290238888888886	4.69193203638397	7.29215999999981	0	4.69193203638397	7.29215999999981"
"-0.00289038888888884	4.69452218936864	6.91663999999939	0	4.69452218936864	6.91663999999939"
"-0.00287938888888886	4.68761513177422	7.26352000000118	0	4.68761513177422	7.26352000000118"
"-0.00286738888888885	4.68761513177422	7.39455999999981	0	4.68761513177422	7.39455999999981"
"-0.00285638888888887	4.64185725177073	7.4	0	4.64185725177073	7.4"
"-0.00284438888888885	4.65308066130732	7.4	0	4.65308066130732	7.4"
"-0.00283338888888887	4.63322395774983	7.13504000000115	0	4.63322395774983	7.13504000000115"
"-0.00282138888888886	4.64617393071498	6.91600000000015	0	4.64617393071498	6.91600000000015"
"-0.00280938888888885	4.66430421475888	7.28272000000137	0	4.66430421475888	7.28272000000137"
"-0.00279838888888886	4.67380118008641	6.93712000000153	0	4.67380118008641	6.93712000000153"
"-0.00278638888888885	4.64617393071498	7.18319999999984	0	4.64617393071498	7.18319999999984"
"-0.00277538888888887	4.62372743268293	7.02111999999982	0	4.62372743268293	7.02111999999982"
"-0.00276338888888886	4.62113748918397	7.18623999999923	0	4.62113748918397	7.18623999999923"
"-0.00275238888888887	4.63754059411568	7.2	0	4.63754059411568	7.2"
"-0.00274038888888886	4.65912409528293	7.2	0	4.65912409528293	7.2"
"-0.00272838888888885	4.61077779182927	7.29552000000053	0	4.61077779182927	7.29552000000053"
"-0.00271738888888887	4.61854755334913	7.20944000000019	0	4.61854755334913	7.20944000000019"
"-0.00270538888888885	4.62200080283205	7.29424000000014	0	4.62200080283205	7.29424000000014"
"-0.00269438888888887	4.64444725658258	6.94287999999888	0	4.64444725658258	6.94287999999888"
"-0.00268238888888886	4.63236063303136	6.99295999999981	0	4.63236063303136	6.99295999999981"
"-0.00267138888888888	4.63840392394355	6.91200000000012	0	4.63840392394355	6.91200000000012"
"-0.00265938888888886	4.60473469166829	6.9	0	4.60473469166829	6.9"
"-0.00264738888888885	4.60041821710035	6.99535999999981	0	4.60041821710035	6.99535999999981"
"-0.00263638888888887	4.61941086444251	7	0	4.61941086444251	7"
"-0.00262438888888886	4.6159576251784	7.18816000000065	0	4.6159576251784	7.18816000000065"
"-0.00261338888888887	4.59264861652683	7.2	0	4.59264861652683	7.2"
"-0.00260138888888886	4.61164109525854	6.73600000000035	0	4.61164109525854	6.73600000000035"
"-0.00259038888888888	4.59696505277422	7.22704000000045	0	4.59696505277422	7.22704000000045"
"-0.00257838888888887	4.58746892113171	7.20848000000038	0	4.58746892113171	7.20848000000038"
"-0.00256638888888885	4.59351190207317	7.2	0	4.59351190207317	7.2"
"-0.00255538888888887	4.59178533183206	7.2	0	4.59178533183206	7.2"
"-0.00254338888888886	4.59178533183206	7.29391999999962	0	4.59178533183206	7.29391999999962"
"-0.00253238888888888	4.58919548285714	7.1220800000006	0	4.58919548285714	7.1220800000006"
"-0.00252038888888886	4.59351190207317	7.19264000000012	0	4.59351190207317	7.19264000000012"
"-0.00250938888888888	4.58833220156864	7.37536000000053	0	4.58833220156864	7.37536000000053"
"-0.00249738888888887	4.57451981676585	7.49135999999981	0	4.57451981676585	7.49135999999981"
"-0.00248538888888886	4.57624635294425	7.02479999999928	0	4.57624635294425	7.02479999999928"
"-0.00247438888888887	4.59437518847108	7.18016000000058	0	4.59437518847108	7.18016000000058"
"-0.00246238888888886	4.59351190207317	7.2	0	4.59351190207317	7.2"
"-0.00245138888888888	4.5702034912223	7.11120000000011	0	4.5702034912223	7.11120000000011"
"-0.00243938888888887	4.55207515641742	7.28496000000062	0	4.55207515641742	7.28496000000062"
"-0.00242738888888885	4.56588718696794	6.91536000000077	0	4.56588718696794	6.91536000000077"
"-0.00241638888888887	4.57451981676585	7.08239999999983	0	4.57451981676585	7.08239999999983"
"-0.00240438888888886	4.6012815103108	6.91023999999933	0	4.6012815103108	6.91023999999933"
"-0.00239338888888888	4.57538308442927	7.25967999999846	0	4.57538308442927	7.25967999999846"
"-0.00238138888888886	4.54862218284251	7.11280000000012	0	4.54862218284251	7.11280000000012"
"-0.00237038888888888	4.56761370611498	7.1	0	4.56761370611498	7.1"
"-0.00235838888888887	4.55898114444251	7.28463999999923	0	4.55898114444251	7.28463999999923"
"-0.00234638888888886	4.57106675462787	7.20400000000004	0	4.57106675462787	7.20400000000004"
"-0.00233538888888887	4.59696505277422	7.01791999999979	0	4.59696505277422	7.01791999999979"
"-0.00232338888888886	4.53826334386829	7.28415999999885	0	4.53826334386829	7.28415999999885"
"-0.00231238888888888	4.56416067122718	7.21024000000029	0	4.56416067122718	7.21024000000029"
"-0.00230038888888887	4.5477589415777	7.29344000000013	0	4.5477589415777	7.29344000000013"
"-0.00228938888888888	4.5477589415777	7.03456000000173	0	4.5477589415777	7.03456000000173"
"-0.00227738888888887	4.54171627656794	7.46079999999866	0	4.54171627656794	7.46079999999866"
"-0.00226538888888886	4.56934022866829	7.5	0	4.56934022866829	7.5"
"-0.00225438888888887	4.53135751934425	7.22735999999911	0	4.53135751934425	7.22735999999911"
"-0.00224238888888886	4.52617818671707	7.01088000000038	0	4.52617818671707	7.01088000000038"
"-0.00223138888888888	4.51840924525714	7.2687999999997	0	4.51840924525714	7.2687999999997"
"-0.00221938888888887	4.55466489554007	7.3	0	4.55466489554007	7.3"
"-0.00220838888888888	4.5304942951108	7.38831999999962	0	4.5304942951108	7.38831999999962"
"-0.00219638888888887	4.56761370611498	7.21600000000015	0	4.56761370611498	7.21600000000015"
"-0.00218438888888886	4.53394719715401	7.2	0	4.53394719715401	7.2"
"-0.00217338888888888	4.53308397036585	7.2	0	4.53308397036585	7.2"
"-0.00216138888888887	4.52272531533031	7.2	0	4.52272531533031	7.2"
"-0.00215038888888888	4.56329741463415	7.11055999999991	0	4.56329741463415	7.11055999999991"
"-0.00213838888888887	4.56070764996446	7.00688000000038	0	4.56070764996446	7.00688000000038"
"-0.00212738888888889	4.48733416918746	7.17631999999939	0	4.48733416918746	7.17631999999939"
"-0.00211538888888887	4.50287156926829	6.64895999999932	0	4.50287156926829	6.64895999999932"
"-0.00210338888888886	4.52013567073171	6.88655999999885	0	4.52013567073171	6.88655999999885"
"-0.00209238888888888	4.52099888474634	6.80944000000028	0	4.52099888474634	6.80944000000028"
"-0.00208038888888887	4.54430598503415	6.8	0	4.54430598503415	6.8"
"-0.00206938888888888	4.5063243623108	6.71072000000058	0	4.5063243623108	6.71072000000058"
"-0.00205738888888887	4.51495640452683	6.97887999999922	0	4.51495640452683	6.97887999999922"
"-0.00204638888888889	4.5115035774216	6.91200000000012	0	4.5115035774216	6.91200000000012"
"-0.00203438888888888	4.53567365328502	6.9	0	4.53567365328502	6.9"
"-0.00202238888888886	4.50287156926829	7.37679999999904	0	4.50287156926829	7.37679999999904"
"-0.00201138888888888	4.52358853189965	7.12880000000028	0	4.52358853189965	7.12880000000028"
"-0.00199938888888887	4.50200837313658	6.91183999999935	0	4.50200837313658	6.91183999999935"
"-0.00198838888888889	4.50114517785645	6.9	0	4.50114517785645	6.9"
"-0.00197638888888887	4.52876784919861	6.9	0	4.52876784919861	6.9"
"-0.00196538888888889	4.50546116277282	6.98784000000007	0	4.50546116277282	6.98784000000007"
"-0.00195338888888888	4.50805076394146	7.18303999999923	0	4.50805076394146	7.18303999999923"
"-0.00194138888888887	4.52186209961254	7.00960000000009	0	4.52186209961254	7.00960000000009"
"-0.00193038888888888	4.50114517785645	7.1804800000002	0	4.50114517785645	7.1804800000002"
"-0.00191838888888887	4.49682921422927	7.10608000000038	0	4.49682921422927	7.10608000000038"
"-0.00190738888888889	4.49510283473937	7.0110400000003	0	4.49510283473937	7.0110400000003"
"-0.00189538888888888	4.51322998927108	7.55584000000073	0	4.51322998927108	7.55584000000073"
"-0.00188438888888889	4.50891396603415	7.6	0	4.50891396603415	7.6"
"-0.00187238888888888	4.48042874660348	7.05184000000165	0	4.48042874660348	7.05184000000165"
"-0.00186038888888887	4.48215509714007	6.90495999999986	0	4.48215509714007	6.90495999999986"
"-0.00184938888888889	4.48560780843205	7.17023999999827	0	4.48560780843205	7.17023999999827"
"-0.00183738888888887	4.4916500859784	7.48127999999925	0	4.4916500859784	7.48127999999925"
"-0.00182638888888889	4.47179704501463	6.96720000000064	0	4.47179704501463	6.96720000000064"
"-0.00181438888888888	4.48906053334913	6.99248000000031	0	4.48906053334913	6.99248000000031"
"-0.00180238888888887	4.49251327189129	7.19231999999962	0	4.49251327189129	7.19231999999962"
"-0.00179138888888888	4.48647098838397	7.2	0	4.48647098838397	7.2"
"-0.00177938888888887	4.47783922718537	6.82047999999866	0	4.47783922718537	6.82047999999866"
"-0.00176838888888889	4.46661806493658	7.06975999999885	0	4.46661806493658	7.06975999999885"
"-0.00175638888888888	4.47697605574913	7.00640000000006	0	4.47697605574913	7.00640000000006"
"-0.00174538888888889	4.47956557261254	6.91135999999992	0	4.47956557261254	6.91135999999992"
"-0.00173338888888888	4.49941878985087	7.08463999999923	0	4.49941878985087	7.08463999999923"
"-0.00172138888888887	4.47611288516446	7.19599999999996	0	4.47611288516446	7.19599999999996"
"-0.00171038888888889	4.46920755114355	7.29104000000011	0	4.46920755114355	7.29104000000011"
"-0.00169838888888887	4.47007071491568	7.3	0	4.47007071491568	7.3"
"-0.00168738888888889	4.45453389730732	7.12048000000058	0	4.45453389730732	7.12048000000058"
"-0.00167538888888888	4.4476287336	6.91311999999974	0	4.4476287336	6.91311999999974"
