Datenumtime,Plottedtime,DRB_sensor[ppm],EB_sensor[ppm],Temperature[C],Longitude[decimalDeg],Latitude[decimalDeg]
736259.505505,0.0550176500109956,5.6750484873,18.6,4.376,9.514037,78.53241
736259.50552815,0.0550408000126481,5.6940850235,18.5,4.377,9.514067,78.532397
736259.50555129,0.055063940002583,5.7030895763,18.5,4.375,9.514097,78.53238
736259.50557444,0.0550870900042355,5.7148692076,18.5,4.373,9.51413,78.532367
736259.50559758,0.0551102299941704,5.7348770209,18.75,4.375,9.514163,78.53235
736259.50562073,0.0551333799958229,5.7576532292,18.63,4.373,9.514197,78.532337
736259.50564387,0.0551565199857578,5.7633779026,18.8,4.373,9.51423,78.53232
736259.50566702,0.0551796699874103,5.7428419805,18.63,4.375,9.514267,78.532307
736259.50569017,0.0552028199890628,5.7027652978,18.43,4.373,9.514297,78.53229
736259.50571331,0.0552259599789977,5.680198969,18.43,4.374,9.514313,78.532273
736259.50573646,0.0552491099806502,5.6656291711,18.43,4.376,9.514333,78.532263
736259.5057596,0.0552722499705851,5.6669259017,18.63,4.376,9.514358,78.53225
736259.50578275,0.0552953999722376,5.6362222518,18.7,4.377,9.51438,78.532235
736259.5058059,0.0553185499738902,5.6432838529,18.63,4.375,9.514393,78.53222
736259.50582904,0.055341689963825,5.6196488867,18.63,4.368,9.514408,78.532203
736259.50585219,0.0553648399654776,5.6372806232,18.57,4.365,9.51441,78.532185
736259.50587533,0.0553879799554124,5.6861455423,18.47,4.357,9.51442,78.532177
736259.50589848,0.055411129957065,5.6870323927,18.5,4.352,9.514445,78.532163
736259.50592162,0.0554342699469998,5.7168593644,18.47,4.354,9.514465,78.532145
736259.50594477,0.0554574199486524,5.7430499716,18.57,4.358,9.51448,78.532133
736259.50596792,0.0554805699503049,5.7279783751,18.57,4.364,9.514493,78.532123
736259.50599106,0.0555037100566551,5.7002524158,18.43,4.368,9.514507,78.53211
736259.50601421,0.0555268600583076,5.7018464507,18.37,4.369,9.51452,78.53209
736259.50603735,0.0555500000482425,5.6901005138,18.17,4.373,9.51454,78.532077
736259.5060605,0.055573150049895,5.6881759897,18.33,4.375,9.514563,78.532067
736259.50608365,0.0555963000515476,5.6283558661,18.63,4.377,9.51459,78.53205
736259.50610679,0.0556194400414824,5.5598886803,18.53,4.381,9.51461,78.532033
736259.50612994,0.055642590043135,5.5750575505,18.53,4.384,9.514637,78.53202
736259.50615308,0.0556657300330698,5.590763148,18.53,4.386,9.51466,78.532
736259.50617623,0.0556888800347224,5.5360984764,18.33,4.385,9.514687,78.531987
736259.50619938,0.0557120300363749,5.5322294757,18.4,4.385,9.514715,78.531965
736259.50622252,0.0557351700263098,5.5361876463,18.43,4.381,9.51473,78.53195
736259.50624567,0.0557583200279623,5.5310431299,18.43,4.365,9.51474,78.53194
736259.50626881,0.0557814600178972,5.5161398874,18.4,4.357,9.514765,78.53192
736259.50629196,0.0558046100195497,5.4776022534,18.27,4.354,9.51478,78.531905
736259.5063151,0.0558277500094846,5.4571817865,18.3,4.353,9.51479,78.531893
736259.50633825,0.0558509000111371,5.4329382376,18.3,4.35,9.51481,78.53188
736259.5063614,0.0558740500127897,5.3519566738,18.13,4.346,9.51483,78.53186
736259.50638454,0.0558971900027245,5.2796456696,18.3,4.35,9.514853,78.531847
736259.50640769,0.0559203400043771,5.2805570923,18.4,4.354,9.51488,78.53183
736259.50643083,0.0559434799943119,5.2619274587,18.23,4.355,9.514907,78.531813
736259.50645398,0.0559666299959645,5.2198898917,18.23,4.351,9.51493,78.5318
736259.50647712,0.0559897699858993,5.1451221632,18.07,4.35,9.51495,78.531783
736259.50650027,0.0560129199875519,5.0717251569,18.17,4.352,9.51497,78.53177
736259.50652342,0.0560360699892044,5.0410033767,18.1,4.349,9.514993,78.531757
736259.50654656,0.0560592099791393,5.006803027,18.25,4.348,9.515023,78.53174
736259.50656971,0.0560823599807918,4.9855131557,18.27,4.348,9.51505,78.531727
736259.50659285,0.0561054999707267,4.9570726209,18.27,4.348,9.515077,78.531713
736259.506616,0.0561286499723792,4.9199615265,18.37,4.35,9.5151,78.5317
736259.50663915,0.0561517999740317,4.8863707254,18.3,4.353,9.515135,78.53168
736259.50666229,0.0561749399639666,4.8637521558,18.2,4.359,9.515165,78.531665
736259.50668544,0.0561980899656191,4.8500387106,18.17,4.379,9.51518,78.531657
736259.50670858,0.056221229955554,4.8466126918,18.17,4.393,9.515208,78.53164
736259.50673173,0.0562443799572065,4.8317812565,18.1,4.398,9.51524,78.531625
736259.50675487,0.0562675199471414,4.7979089866,18.2,4.404,9.515263,78.531617
736259.50677802,0.0562906699487939,4.7879023245,18.17,4.407,9.51529,78.531603
736259.50680117,0.0563138199504465,4.7950298066,18.17,4.407,9.515313,78.53159
736259.50682431,0.0563369600567967,4.7586120348,18.17,4.408,9.51534,78.531577
736259.50684746,0.0563601100584492,4.7358070264,18.17,4.408,9.515363,78.531567
736259.5068706,0.0563832500483841,4.6927555775,18.03,4.412,9.515393,78.53155
736259.50689375,0.0564064000500366,4.6577978355,18.1,4.422,9.51542,78.531537
736259.5069169,0.0564295500516891,4.6369097994,18.13,4.431,9.515443,78.53152
736259.50694004,0.056452690041624,4.5908532952,18.2,4.435,9.515473,78.531503
736259.50696319,0.0564758400432765,4.5622846831,18.2,4.438,9.515497,78.531493
736259.50698633,0.0564989800332114,4.5406447883,18.07,4.439,9.515523,78.53148
736259.50700948,0.0565221300348639,4.4554778524,18.2,4.44,9.51556,78.53146
736259.50703262,0.0565452700247988,4.3789800035,18.1,4.44,9.515585,78.531445
736259.50705577,0.0565684200264513,4.353178072,18,4.439,9.515607,78.531437
736259.50707892,0.0565915700281039,4.3495409273,17.95,4.438,9.515638,78.531418
736259.50710206,0.0566147100180387,4.3592119856,18.07,4.438,9.515665,78.531405
736259.50712521,0.0566378600196913,4.3025167794,18.03,4.436,9.51568,78.531393
736259.50714835,0.0566610000096262,4.2542368099,18.03,4.435,9.515707,78.53138
736259.5071715,0.0566841500112787,4.2751035107,17.97,4.436,9.51573,78.531363
736259.50719465,0.0567073000129312,4.2602631365,17.83,4.437,9.51575,78.531353
736259.50721779,0.0567304400028661,4.2235090291,17.87,4.438,9.51577,78.53134
736259.50724094,0.0567535900045186,4.2546848328,17.87,4.438,9.51579,78.531323
736259.50726408,0.0567767299944535,4.2596170711,18.1,4.439,9.515805,78.531315
736259.50728723,0.056799879996106,4.2804786728,18.1,4.441,9.515825,78.5313
736259.50731037,0.0568230199860409,4.261638909,18.1,4.443,9.51585,78.531283
736259.50733352,0.0568461699876934,4.1851509656,17.83,4.444,9.515867,78.53127
736259.50735667,0.056869319989346,4.2162888721,17.83,4.446,9.515887,78.531257
736259.50737981,0.0568924599792808,4.2146066891,17.77,4.449,9.515903,78.531243
736259.50740296,0.0569156099809334,4.1919012457,17.87,4.452,9.51592,78.53123
736259.5074261,0.0569387499708682,4.2014332594,17.77,4.453,9.515933,78.531217
736259.50744925,0.0569618999725208,4.2057499284,17.73,4.452,9.515947,78.531203
736259.5074724,0.0569850499741733,4.1740202233,17.7,4.453,9.51596,78.53119
736259.50749554,0.0570081899641082,4.1882083735,17.83,4.452,9.51598,78.531177
736259.50751869,0.0570313399657607,4.1760479749,17.93,4.451,9.516005,78.531158
736259.50754183,0.0570544799556956,4.1651581945,18.03,4.452,9.516025,78.531145
736259.50756498,0.0570776299573481,4.1704129996,18.13,4.453,9.516033,78.531137
736259.50758812,0.057100769947283,4.1702817167,17.97,4.453,9.516047,78.53112
736259.50761127,0.0571239199489355,4.2322634947,17.7,4.452,9.51606,78.531103
736259.50763442,0.057147069950588,4.2229352971,17.73,4.452,9.51608,78.53109
736259.50765756,0.0571702100569382,4.1954091959,17.97,4.453,9.516097,78.53107
736259.50768071,0.0571933600585908,4.2097151666,17.93,4.452,9.516107,78.531057
736259.50770385,0.0572165000485256,4.2196993132,17.67,4.451,9.51612,78.531043
736259.507727,0.0572396500501782,4.2250215886,17.6,4.451,9.516137,78.53103
736259.50775015,0.0572628000518307,4.2232490898,17.73,4.45,9.516145,78.531015
736259.50777329,0.0572859400417656,4.1899267742,17.63,4.451,9.516165,78.531
736259.50779644,0.0573090900434181,4.2264106759,17.67,4.45,9.51619,78.53098
736259.50781958,0.057332230033353,4.1696548959,17.93,4.448,9.51621,78.530967
736259.50784273,0.0573553800350055,4.1018655801,17.77,4.445,9.51622,78.530955
736259.50786587,0.0573785200249404,4.0935568091,17.77,4.442,9.516235,78.530943
736259.50788902,0.0574016700265929,4.121363585,17.77,4.441,9.51626,78.53092
736259.50791217,0.0574248200282454,4.1289774624,17.63,4.441,9.516277,78.530907
736259.50793531,0.0574479600181803,4.1386147269,17.7,4.441,9.51629,78.53089
736259.50795846,0.0574711100198328,4.0862893503,17.7,4.44,9.516323,78.53087
736259.5079816,0.0574942500097677,4.0927176531,17.67,4.441,9.516345,78.53086
736259.50800475,0.0575174000114202,4.1087997036,17.7,4.442,9.51636,78.53085
736259.5080279,0.0575405500130728,4.0986851222,17.8,4.441,9.51638,78.53083
736259.50805104,0.0575636900030077,4.1340314169,17.6,4.439,9.516407,78.530817
736259.50807419,0.0575868400046602,4.123266783,17.63,4.44,9.516425,78.530805
736259.50809733,0.0576099799945951,4.1543716965,17.67,4.439,9.516448,78.530793
736259.50812048,0.0576331299962476,4.1515715737,17.6,4.436,9.516473,78.530773
736259.50814362,0.0576562699861825,4.1294513601,17.33,4.437,9.51649,78.53076
736259.50816677,0.057679419987835,4.119397779,17.47,4.438,9.51651,78.530743
736259.50818992,0.0577025699894875,4.1118788864,17.67,4.439,9.516533,78.53073
736259.50821306,0.0577257099794224,4.1369578116,17.6,4.44,9.516553,78.530717
736259.50823621,0.0577488599810749,4.1285711499,17.67,4.44,9.51657,78.5307
736259.50825935,0.0577719999710098,4.1329966875,17.67,4.44,9.51659,78.530687
736259.5082825,0.0577951499726623,4.1378981072,17.47,4.441,9.51661,78.53067
736259.50830565,0.0578182999743149,4.1672259976,17.4,4.445,9.516633,78.530657
736259.50832879,0.0578414399642497,4.1435864447,17.5,4.449,9.51666,78.53064
736259.50835194,0.0578645899659023,4.1406154459,17.33,4.449,9.51668,78.530627
736259.50837508,0.0578877299558371,4.1656797289,17.33,4.448,9.5167,78.53061
736259.50839823,0.0579108799574897,4.1797717377,17.57,4.449,9.51672,78.530597
736259.50842137,0.0579340199474245,4.2240522741,17.6,4.449,9.516737,78.530583
736259.50844452,0.0579571699490771,4.1800522589,17.37,4.449,9.51675,78.53057
736259.50846767,0.0579803199507296,4.1920289439,17.37,4.449,9.516777,78.530557
736259.50849081,0.0580034600570798,4.2033438618,17.53,4.448,9.5168,78.53054
736259.50851396,0.0580266100587323,4.2070794866,17.6,4.446,9.516817,78.530523
736259.5085371,0.0580497500486672,4.2062989684,17.37,4.444,9.51683,78.53051
736259.50856025,0.0580729000503197,4.2202837894,17.37,4.444,9.51685,78.530493
736259.5085834,0.0580960500519723,4.2311098458,17.5,4.445,9.51687,78.53048
736259.50860654,0.0581191900419071,4.2221479039,17.5,4.446,9.516893,78.530467
736259.50862969,0.0581423400435597,4.2216703276,17.37,4.445,9.51692,78.53045
736259.50865283,0.0581654800334945,4.2151187459,17.53,4.443,9.51694,78.530433
736259.50867598,0.0581886300351471,4.2143052177,17.63,4.441,9.516953,78.530423
736259.50869912,0.0582117700250819,4.2155298424,17.33,4.44,9.516973,78.53041
736259.50872227,0.0582349200267345,4.1888251233,17.43,4.439,9.517,78.530393
736259.50874542,0.058258070028387,4.1994315364,17.33,4.438,9.51702,78.53038
736259.50876856,0.0582812100183219,4.155907682,17.4,4.438,9.517033,78.530367
736259.50879171,0.0583043600199744,4.1677333239,17.4,4.439,9.51705,78.53035
736259.50881485,0.0583275000099093,4.1754237116,17.37,4.441,9.51707,78.530337
736259.508838,0.0583506500115618,4.1909278956,17.17,4.442,9.51709,78.530327
736259.50886115,0.0583738000132143,4.1780367053,16.97,4.445,9.51711,78.53031
736259.50888429,0.0583969400031492,4.1972822794,17.13,4.455,9.51713,78.530293
736259.50890744,0.0584200900048018,4.2267894881,17.13,4.469,9.517147,78.530283
736259.50893058,0.0584432299947366,4.2424150923,17.27,4.477,9.51716,78.53027
736259.50895373,0.0584663799963892,4.2575565638,17.4,4.481,9.51718,78.530253
736259.50897687,0.058489519986324,4.2172111856,17.33,4.482,9.517197,78.53024
736259.50900002,0.0585126699879766,4.2783973977,17.37,4.482,9.51722,78.530227
736259.50902317,0.0585358199896291,4.2918838943,17.27,4.484,9.517243,78.530213
736259.50904631,0.058558959979564,4.2685912013,17.3,4.487,9.517263,78.5302
736259.50906946,0.0585821099812165,4.2593692775,17.27,4.488,9.51728,78.530187
736259.5090926,0.0586052499711514,4.2876606586,17.23,4.488,9.517307,78.530173
736259.50911575,0.0586283999728039,4.2401782221,17.23,4.489,9.51733,78.53016
736259.5091389,0.0586515499744564,4.2215240307,17.23,4.491,9.517347,78.530147
736259.50916204,0.0586746899643913,4.2209900516,17.2,4.497,9.517357,78.53013
736259.50918519,0.0586978399660438,4.2213049225,17.3,4.512,9.51737,78.530117
736259.50920833,0.0587209799559787,4.2041898913,17.23,4.528,9.517393,78.530103
736259.50923148,0.0587441299576312,4.1910128664,16.87,4.538,9.517413,78.530093
736259.50925462,0.0587672699475661,4.1267893722,16.93,4.549,9.51743,78.53008
736259.50927777,0.0587904199492186,4.0946716345,16.93,4.556,9.517447,78.530063
736259.50930092,0.0588135699508712,4.0986997489,17.27,4.561,9.517457,78.530053
736259.50932406,0.0588367100572214,4.0960978413,17.23,4.566,9.517463,78.53004
736259.50934721,0.0588598600588739,4.1315007842,17.17,4.568,9.51748,78.530023
736259.50937035,0.0588830000488088,4.1233653782,17.13,4.569,9.5175,78.530013
736259.5093935,0.0589061500504613,4.1029350246,17,4.568,9.517513,78.53
736259.50941665,0.0589293000521138,4.0899297763,17,4.567,9.51753,78.529983
736259.50943979,0.0589524400420487,4.11935506,16.97,4.573,9.51755,78.529973
736259.50946294,0.0589755900437012,4.1302532932,17.17,4.584,9.517577,78.52996
736259.50948608,0.0589987300336361,4.1921979957,17.13,4.596,9.517593,78.529943
736259.50950923,0.0590218800352886,4.2412816968,17.37,4.603,9.51761,78.529933
736259.50953237,0.0590450200252235,4.2281204297,17.27,4.605,9.517625,78.529925
736259.50955552,0.059068170026876,4.2056965659,17.13,4.607,9.517643,78.529905
736259.50957867,0.0590913200285286,4.1549575814,17.13,4.607,9.51766,78.529887
736259.50960181,0.0591144600184634,4.1173720266,16.97,4.609,9.517677,78.529877
736259.50962496,0.059137610020116,4.152873232,17.2,4.611,9.51769,78.52986
736259.5096481,0.0591607500100508,4.1749930503,17.13,4.613,9.517717,78.529843
736259.50967125,0.0591839000117034,4.1614482104,17.1,4.615,9.517737,78.529833
736259.5096944,0.0592070500133559,4.1679391059,17.1,4.615,9.51775,78.52982
736259.50971754,0.0592301900032908,4.1449048187,17.1,4.615,9.51777,78.529803
736259.50974069,0.0592533400049433,4.139404966,17.03,4.619,9.51779,78.52979
736259.50976383,0.0592764799948782,4.1776847723,16.97,4.627,9.51781,78.529773
736259.50978698,0.0592996299965307,4.2130602661,17.2,4.631,9.517827,78.52976
736259.50981013,0.0593227799981833,4.2618696159,17.2,4.636,9.51784,78.529747
736259.50983327,0.0593459199881181,4.2883183173,17.2,4.645,9.51786,78.52973
736259.50985642,0.0593690699897707,4.2560420065,17.2,4.652,9.517873,78.529717
736259.50987956,0.0593922099797055,4.2901502848,17.07,4.653,9.51789,78.529703
736259.50990271,0.0594153599813581,4.3530983089,16.8,4.657,9.517913,78.52969
736259.50992585,0.0594384999712929,4.3447826171,16.87,4.66,9.517927,78.529673
736259.509949,0.0594616499729455,4.3294664143,17,4.66,9.517943,78.52966
736259.50997215,0.059484799974598,4.3378495488,17.1,4.66,9.517967,78.52964
736259.50999529,0.0595079399645329,4.3082474179,17.1,4.66,9.51798,78.529627
736259.51001844,0.0595310899661854,4.2928995117,16.83,4.66,9.518,78.529617
736259.51004158,0.0595542299561203,4.2647710212,16.6,4.66,9.518017,78.5296
736259.51006473,0.0595773799577728,4.276899924,16.8,4.661,9.518027,78.529583
736259.51008787,0.0596005199477077,4.3093386075,16.8,4.664,9.518043,78.52957
736259.51011102,0.0596236699493602,4.2990493783,16.93,4.672,9.518067,78.529553
736259.51013417,0.0596468199510127,4.2887601491,17.03,4.686,9.518077,78.52954
736259.51015731,0.0596699600573629,4.2377575354,16.9,4.698,9.51809,78.529527
736259.51018046,0.0596931100590155,4.2456976629,16.87,4.701,9.518107,78.52951
736259.5102036,0.0597162500489503,4.2460654166,16.83,4.701,9.51812,78.529497
736259.51022675,0.0597394000506029,4.2292235655,16.83,4.701,9.518137,78.529483
736259.5102499,0.0597625500522554,4.1893978675,16.4,4.701,9.51815,78.52947
736259.51027304,0.0597856900421903,4.2106965638,16.67,4.704,9.51817,78.52945
736259.51029619,0.0598088400438428,4.208694046,16.83,4.71,9.51819,78.529437
736259.51031933,0.0598319800337777,4.1446567118,16.97,4.712,9.51821,78.529427
736259.51034248,0.0598551300354302,4.062918983,16.7,4.712,9.518237,78.52941
736259.51036562,0.0598782700253651,4.0026573476,16.7,4.711,9.518257,78.529393
736259.51038877,0.0599014200270176,4.0141259752,16.53,4.711,9.51827,78.52938
736259.51041192,0.0599245700286701,4.0259926849,16.6,4.713,9.5183,78.529363
736259.51043506,0.059947710018605,3.978265376,16.6,4.712,9.51833,78.529353
736259.51045821,0.0599708600202575,3.9749917874,16.7,4.712,9.51835,78.52934
736259.51048135,0.0599940000101924,3.9843685283,16.53,4.712,9.518377,78.52932
736259.5105045,0.0600171500118449,3.9561391198,16.53,4.712,9.5184,78.529307
736259.51052765,0.0600403000134975,3.9283502996,16.73,4.712,9.51842,78.529297
736259.51055079,0.0600634400034323,3.9359811069,16.87,4.712,9.518433,78.52928
736259.51057394,0.0600865900050849,3.9530140769,16.83,4.711,9.518443,78.529263
736259.51059708,0.0601097299950197,3.92461724,16.8,4.712,9.518453,78.529253
736259.51062023,0.0601328799966723,3.9655381307,16.87,4.712,9.518477,78.52924
736259.51064337,0.0601560199866071,3.9327714675,16.87,4.712,9.51851,78.529223
736259.51066652,0.0601791699882597,3.963262477,16.7,4.711,9.518543,78.52921
736259.51068967,0.0602023199899122,3.944760814,16.67,4.711,9.518577,78.529197
736259.51071281,0.0602254599798471,3.9727934726,16.5,4.712,9.518603,78.52918
736259.51073596,0.0602486099814996,3.976057112,16.6,4.714,9.518625,78.52917
736259.5107591,0.0602717499714345,4.0158326454,16.57,4.713,9.518648,78.529154
736259.51078225,0.060294899973087,4.0556081788,16.6,4.714,9.518675,78.529135
736259.5108054,0.0603180499747396,4.0621275124,16.83,4.715,9.518683,78.529123
736259.51082854,0.0603411899646744,4.0542236111,16.67,4.714,9.518708,78.529105
736259.51085169,0.060364339966327,4.0460395533,16.53,4.714,9.518735,78.52909
736259.51087483,0.0603874799562618,4.0525885078,16.53,4.713,9.518753,78.529083
736259.51089798,0.0604106299579144,4.0550036325,16.4,4.712,9.51879,78.52907
736259.51092112,0.0604337699478492,4.0724039381,16.43,4.713,9.518823,78.529057
736259.51094427,0.0604569199495018,4.073319701,16.53,4.713,9.51885,78.52904
736259.51096742,0.0604800699511543,4.1046916388,16.63,4.712,9.51887,78.529023
736259.51099056,0.0605032100575045,4.0885644024,16.57,4.711,9.518897,78.52901
736259.51101371,0.060526360059157,4.0806722536,16.6,4.71,9.51892,78.528993
736259.51103685,0.0605495000490919,4.1053690813,16.5,4.711,9.51894,78.52898
736259.51106,0.0605726500507444,4.1092291705,16.63,4.713,9.518963,78.528963
